"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"[ICIIS 2021 Front cover]","",,2021 IEEE 16th International Conference on Industrial and Information Systems (ICIIS),"3 Jan 2022","2021","","","c1","c1","Presents the front cover or splash screen of the proceedings record.","2164-7011","978-1-6654-2637-4","10.1109/ICIIS53135.2021.9660749","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9660749","","","","","","","IEEE","3 Jan 2022","","","IEEE","IEEE Conferences"
"[ICIIS 2021 Front inside cover]","",,2021 IEEE 16th International Conference on Industrial and Information Systems (ICIIS),"3 Jan 2022","2021","","","c1","c1","Presents the front inside cover or splash screen of the proceedings record.","2164-7011","978-1-6654-2637-4","10.1109/ICIIS53135.2021.9660695","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9660695","","","","","","","IEEE","3 Jan 2022","","","IEEE","IEEE Conferences"
"[ICIIS 2021 Copyright notice]","",,2021 IEEE 16th International Conference on Industrial and Information Systems (ICIIS),"3 Jan 2022","2021","","","c1","c1","Presents the copyright information for the conference. May include reprint permission information.","2164-7011","978-1-6654-2637-4","10.1109/ICIIS53135.2021.9660643","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9660643","","","","","","","IEEE","3 Jan 2022","","","IEEE","IEEE Conferences"
"Conference Organizing Committee","",,2021 IEEE 16th International Conference on Industrial and Information Systems (ICIIS),"3 Jan 2022","2021","","","i","v","Provides a listing of current committee members and society officers.","2164-7011","978-1-6654-2637-4","10.1109/ICIIS53135.2021.9660760","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9660760","","","","","","","IEEE","3 Jan 2022","","","IEEE","IEEE Conferences"
"International Review Panel","",,2021 IEEE 16th International Conference on Industrial and Information Systems (ICIIS),"3 Jan 2022","2021","","","vi","vii","The conference offers a note of thanks and lists its reviewers.","2164-7011","978-1-6654-2637-4","10.1109/ICIIS53135.2021.9660688","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9660688","","","","","","","IEEE","3 Jan 2022","","","IEEE","IEEE Conferences"
"Message from the General Chair, ICIIS 2021","",,2021 IEEE 16th International Conference on Industrial and Information Systems (ICIIS),"3 Jan 2022","2021","","","viii","viii","Presents the introductory welcome message from the conference proceedings. May include the conference officers' congratulations to all involved with the conference event and publication of the proceedings record.","2164-7011","978-1-6654-2637-4","10.1109/ICIIS53135.2021.9660736","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9660736","","","","","","","IEEE","3 Jan 2022","","","IEEE","IEEE Conferences"
"Keynote Speakers","",,2021 IEEE 16th International Conference on Industrial and Information Systems (ICIIS),"3 Jan 2022","2021","","","ix","xiv","Provides an abstract for each of the keynote presentations and may include a brief professional biography of each presenter. The complete presentations were not made available for publication as part of the conference proceedings.","2164-7011","978-1-6654-2637-4","10.1109/ICIIS53135.2021.9660750","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9660750","","","","","","","IEEE","3 Jan 2022","","","IEEE","IEEE Conferences"
"Author Index","",,2021 IEEE 16th International Conference on Industrial and Information Systems (ICIIS),"3 Jan 2022","2021","","","xv","xx","Presents an index of the authors whose articles are published in the conference proceedings record.","2164-7011","978-1-6654-2637-4","10.1109/ICIIS53135.2021.9660714","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9660714","","","","","","","IEEE","3 Jan 2022","","","IEEE","IEEE Conferences"
"Table of Contents","",,2021 IEEE 16th International Conference on Industrial and Information Systems (ICIIS),"3 Jan 2022","2021","","","xxi","xxix","Presents the table of contents/splash page of the proceedings record.","2164-7011","978-1-6654-2637-4","10.1109/ICIIS53135.2021.9660724","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9660724","","","","","","","IEEE","3 Jan 2022","","","IEEE","IEEE Conferences"
"Underground Water Leakage Detection Using Magnitude Squared Coherence","M. M. Rathnayake; K. Ravindranath; J. Wijayakulasooriya; R. Deshapriya","Department of Electrical and Electronic Engineering, University of Peradeniya, Peradeniya, Sri Lanka; Department of Electrical and Electronic Engineering, University of Peradeniya, Peradeniya, Sri Lanka; Department of Electrical and Electronic Engineering, University of Peradeniya, Peradeniya, Sri Lanka; Regional Support Centre - Central National Water Supply and Drainage Board Gatambe, Peradeniya, Sri Lanka",2021 IEEE 16th International Conference on Industrial and Information Systems (ICIIS),"3 Jan 2022","2021","","","1","5","Underground water distribution pipelines periodically lose a significant amount of water transmitted through them. Multiple technologies have been developed throughout the years to help identify and locate leaks within underground water distribution networks. Acoustic leakage detection technology is considered in this research. A novel approach is introduced to build an adaptive filter that can be used to filter out the leak sound, using Magnitude Squared Coherence (MSC) function. This can be used to make the existing leakage detection procedure feasible under noisy conditions.","2164-7011","978-1-6654-2637-4","10.1109/ICIIS53135.2021.9660715","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9660715","Underground Water Leakage;Acoustic Leakage Detection;MSC;Adaptive Filtering","Pipelines;Adaptive filters;Signal processing algorithms;Coherence;Interference;Signal processing;Acoustics","","1","","11","IEEE","3 Jan 2022","","","IEEE","IEEE Conferences"
"Performance Improvement of Printed Log Periodic Dipole Array Antennas","H. M. S. M. Herath; J. M. J. W. Jayasinghe; D. N. Uduwawala","Department of Electrical and Electronic Engineering, University of Peradeniya; Department of Electronics, Wayamba University of Sri Lanka; Department of Electrical and Electronic Engineering, University of Peradeniya",2021 IEEE 16th International Conference on Industrial and Information Systems (ICIIS),"3 Jan 2022","2021","","","52","57","In this paper, the design and simulation of a compact printed log-periodic dipole array (PLPDA) antenna operating between 3.4 – 9.5 GHz for VSWR less than 2 is presented. Performance improvement of the antenna is achieved through the use of dipole trimming and parasitic elements. Dipole trimming has resulted in an improved impedance bandwidth while parasitic elements has led to a better gain performance in comparison to the conventional PLPDA. The proposed 12-element low profile PLPDA antenna exhibits high gain of 7.2 – 10.1 dB within the wide operational bandwidth, and a stable directional radiation pattern. The two easy-to-implement performance improvement techniques used in this research has optimized the PLPDA to outperform the conventional PLPDA both in terms of effective bandwidth and gain.","2164-7011","978-1-6654-2637-4","10.1109/ICIIS53135.2021.9660745","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9660745","log-periodic dipole array (LPDA);trimming;parasitic elements.","Dipole antennas;Conferences;Bandwidth;Directive antennas;Impedance;Gain;Standards","","","","13","IEEE","3 Jan 2022","","","IEEE","IEEE Conferences"
"Feasibility Study on the Use of Printed OLEDs for Wireless Data and Power Transmission in Light-based Internet of Things (LIoT)","A. Perera; M. Katz","Centre for Wireless Communications, University of Oulu, Oulu, Finland; Centre for Wireless Communications, University of Oulu, Oulu, Finland",2021 IEEE 16th International Conference on Industrial and Information Systems (ICIIS),"3 Jan 2022","2021","","","58","61","Visible light communication (VLC)-based Internet of Things (IoT) designs are rapidly gaining attention due to their unique communication-friendly features such as the ability to support high data rates, free-spectrum usage, and inherent security. In addition, the same infrastructure used by the VLC system can be exploited to support optical wireless power transmission (OWPT). The Light-based IoT (LIoT) concept encompasses both wireless data and power transmission. Recently, the use of printed electronics (PE) technology has been considered as a highly attractive approach to implementing the LIoT concept, as PE will allow manufacturing energy-autonomous, low-cost and sustainable nodes that can be attached to virtually any object. In this paper, we study the problem of communication and power transfer purposes in the uplink direction. In particular, we carry out a feasibility study comparing the use of OLEDs and conventional LEDs for the mentioned tasks. The performance of actual state-of-the-art printed optical components are measured, evaluated, and contrasted with that of similar conventional (non-printed) components. We found that printed OLEDs, though exhibiting sub-optimal performance, offer a robust performance to be used as key components in the implementation of the LIoT concept.","2164-7011","978-1-6654-2637-4","10.1109/ICIIS53135.2021.9660680","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9660680","LIoT;VLC;OWPT;Printed electronics;OLED","Wireless communication;Performance evaluation;Organic light emitting diodes;Wireless power transmission;Internet of Things;Optical transmitters;Communication system security","","2","","18","EU","3 Jan 2022","","","IEEE","IEEE Conferences"
