"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Simulation and Design of Modified SPWM and Single-Phase Five-Level Inverter","V. Srinath; M. Agarwal; D. K. Chaturvedi","Faculty of Engineering, Dayalbagh Educational Institute, Agra, India; Faculty of Engineering, Dayalbagh Educational Institute, Agra, India; Faculty of Engineering, Dayalbagh Educational Institute, Agra, India",2020 IEEE 15th International Conference on Industrial and Information Systems (ICIIS),"8 Feb 2021","2020","","","1","6","In this paper, a modified single-phase five-level inverter is proposed. This inverter is designed by connecting an auxiliary switch and one extra switch to the existing conventional single-phase three-level inverter. Using MATLAB/SIMULINK five different types of SPWM techniques (PD, POD, APOD, CO, and MCVF) and a new modified SPWM scheme are implemented on this inverter for resistive& inductive loads. The basic advantage of the modified switching scheme is to improve both the fundamental voltage and Total harmonic Distortion (THD) of the output voltage. The proposed inverter is also implemented on a single-phase induction motor for both capacitor-start and capacitor-start-run type to evaluate its performance for varying modulation index.","2164-7011","978-1-7281-8524-8","10.1109/ICIIS51140.2020.9342677","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9342677","Auxiliary switch;Five-level Inverter;Induction Motor;MATLAB/SIMULINK;SPWM techniques;THD","Total harmonic distortion;Induction motors;Switches;Pulse width modulation;Inverters;Topology;Matlab","","5","","17","IEEE","8 Feb 2021","","","IEEE","IEEE Conferences"
"Semantic Segmentation of Solar PV Panels and Wind Turbines in Satellite Images Using U-Net","N. Darapaneni; A. Jagannathan; V. Natarajan; G. V. Swaminathan; S. Subramanian; A. R. Paduri","Director - AIML Great Learning/Northwestern niversity, Illinois, USA; Student - AIML Great Learning, Chennai, India; Research Assistant - AIML Great Learning, Mumbai, India; Student - AIML Great Learning, Chennai, India; Student - AIML Great Learning, Chennai, India; Research Assistant - AIML Great Learning, Mumbai, India",2020 IEEE 15th International Conference on Industrial and Information Systems (ICIIS),"8 Feb 2021","2020","","","7","12","Global mission is to reduce the carbon footprint by using “Renewable Energy resources”. It is important to speed up the development of Renewable Energy Resources like Solar, Wind, Hydro electric et al. Implementation of Renewable Energy helps to tackle the climate change issue, as most of the energy resources are currently fossil fuel based. Information on installed capacity of Solar PV Panels and Wind Turbines along with forecasted load can enable grid operators to ensure optimal and reliable operation of system. Deep learning framework is used here to detect the Wind Turbines and Solar PV Panels in Satellite images. The current work aims to remove the manual effort which is currently involved in surveying the renewable energy resources. Building-level or neighborhood-level information on Solar PV panels and Wind Turbines enable analysis of Solar PV panels and Wind turbines deployment. Carbon footprint and Payback period can be calculated using the Deep Learning model outcome approximately for the installed locations and proposed locations. Dataset was acquired from Google Maps (Satellite view) for this work.","2164-7011","978-1-7281-8524-8","10.1109/ICIIS51140.2020.9342701","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9342701","Image classification;Image detection;Semantic Segmentation;Renewable Energy;Solar Photovoltaic;Wind Turbines;Pattern Recognition;U-Net;FCN.","Deep learning;Image segmentation;Renewable energy sources;Satellites;Predictive models;Wind turbines;Climate change","","8","","15","IEEE","8 Feb 2021","","","IEEE","IEEE Conferences"
"A Novel Trapezoidal Multi-Coil Antenna for Wireless Charging of Electric Vehicles","A. Bharadwaj; V. K. Srivastava; A. Sharma; C. C. Reddy","Department of Electrical Engineering, Indian Institute of Technology, Ropar, India; Department of Electrical Engineering, Indian Institute of Technology, Ropar, India; Department of Electrical Engineering, Indian Institute of Technology, Ropar, India; Department of Electrical Engineering, Indian Institute of Technology, Ropar, India",2020 IEEE 15th International Conference on Industrial and Information Systems (ICIIS),"8 Feb 2021","2020","","","13","17","In this paper, a novel trapezoidal multi-coil antenna is proposed to mitigate lateral misalignment in wireless charging application of electric vehicles (EVs). The proposed coil antenna used at the transmitter is optimized to improve stability of induced voltage which intern is expected to provide a stable power transfer efficiency over a wide range of vehicle's misalignment. The proposed design adopts an isosceles trapezoid shape after analytical optimization and consists of three series connected coils placed at the top faces of the structure. The magnetic field distribution originated from this complex geometry is analytically modeled and optimized to obtain wider uniformity in the induced voltage of the receiver coil as compared to a conventional planar antenna. The design is verified using commercial EM software and results are corroborated. The results show that the proposed antenna provides enhanced tolerance towards misalignment is proved to be a potential design for wireless powering application of EVs.","2164-7011","978-1-7281-8524-8","10.1109/ICIIS51140.2020.9342635","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9342635","Lateral misalignment;Electric Vehicles (EVs);Uniform Induced Voltage Region (UIVR);Wireless Power Transfer (WPT);Magnetic Resonance Coupling (MRC)","Wireless communication;Analytical models;Inductive charging;Transmitting antennas;Electric vehicles;Software;Stability analysis","","1","","23","IEEE","8 Feb 2021","","","IEEE","IEEE Conferences"
"Investigation on Transformer Oil Parameters Using Support Vector Machine","B. Singh; A. H. Kumar; C. C. Reddy","Department of Electrical Engineering, Indian Institute of Technology Ropar, Rupnagar, Punjab, India; Department of Electrical Engineering, Indian Institute of Technology Ropar, Rupnagar, Punjab, India; Department of Electrical Engineering, Indian Institute of Technology Ropar, Rupnagar, Punjab, India",2020 IEEE 15th International Conference on Industrial and Information Systems (ICIIS),"8 Feb 2021","2020","","","18","21","Machine Learning has been used to predict the transformer oil parameters by using data obtained from Megger tests and transformer oil test. The relationship among the measured insulation resistance (among distribution transformer’s low tension winding, high tension winding and ground) with breakdown strength, acidity, water content, and interfacial tension of transformer oil is modeled for the prediction. Support Vector Machine is the algorithm used for the prediction of the parameters. A cascaded network approach has been used where stage-wise division has been done to obtain different parameters depending on their correlation with each other. The cascaded network takes insulation resistances as input to predict breakdown and interfacial tension which are further used along with colour as input to predict water content which is further used to predict the acidity. Even though there was a lack of sufficient dataset for training the network the results seemed to be promising. Testing data was used to verify the network and the results were good as evident from the confusion matrices obtained. Therefore it is concluded that SVM is a good technique to predict transformer oil parameters with accuracy.","2164-7011","978-1-7281-8524-8","10.1109/ICIIS51140.2020.9342631","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9342631","Transformer Oil;Megger test;Machine Learning;Support Vector Machine;Confusion Matrix","Support vector machines;Training;Oils;Windings;Oil insulation;Prediction algorithms;Power transformer insulation","","2","","8","IEEE","8 Feb 2021","","","IEEE","IEEE Conferences"
"Mathematical Modelling and Performance Analysis of Solar Still Coupled with Evacuated Tube Collectors","N. Kala; P. Mulay; T. Rane; A. Thosar","Department of Electrical Engineering, College of Engineering, Pune, Maharashtra, India; Department of Electrical Engineering, College of Engineering, Pune, Maharashtra, India; Department of Electrical Engineering, College of Engineering, Pune, Maharashtra, India; Department of Electrical Engineering, College of Engineering, Pune, Maharashtra, India",2020 IEEE 15th International Conference on Industrial and Information Systems (ICIIS),"8 Feb 2021","2020","","","22","27","Around 71% of the Earth's surface is covered in water. However, a severe scarcity of potable water persists in many countries, as only 2.5% of this water is available as freshwater in groundwater, lakes and rivers. Water is salient for the survival of all living beings and hence, providing access to clean drinking water requires the utmost urgency. Currently, existing technologies for water purification such as Multistage Flash (MSF), Multiple Effect, Vapor Compression (VC), Reverse Osmosis (RO), Ion Exchange, Electrodialysis, and Capacitive Deionization (CDI) require a lot of energy, leading to environmental pollution caused by the consumption of fossil fuels. Desalination of saline water using solar stills is an effective solution to overcome these problems. Solar energy is abundant, everlasting, economical and does not cause emission of greenhouse gases. This paper studies the mathematical modelling of a single slope single basin solar still and a still coupled with evacuated tube collectors. The performances of the two designs are compared to analyse their efficiency and the results thus obtained are presented. This design can also be installed in arid regions and villages where water scarcity is prevalent and access to the electricity grid is not feasible to fulfil the energy requirements.","2164-7011","978-1-7281-8524-8","10.1109/ICIIS51140.2020.9342636","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9342636","Solar energy;desalination;solar stills;evacuated tube collectors;mathematical modelling","Productivity;Biological system modeling;Urban areas;Water heating;Water pollution;Electron tubes;Mathematical model","","","","14","IEEE","8 Feb 2021","","","IEEE","IEEE Conferences"
"Prediction of Anti-reflection Coating Thickness of a Solar Cell using Artificial Neural Network","M. K. Shivhare; A. Yadav; S. R. Pillai; V. K. Vashishtha; M. Kumar","Department of Mechanical Engineering, Delhi Technological University, New Delhi, India; Department of Engineering, Solar & Alternate Energy, Amity University Dubai, Dubai, UAE; Department of Electrical & Electronics Engineering, Amity University Dubai, Dubai, UAE; Department of Mechanical Engineering, KIET Group of Institutions, Ghaziabad, India; Department of Mechanical Engineering, Motilal Nehru Institute of Technology, Allahabad, India",2020 IEEE 15th International Conference on Industrial and Information Systems (ICIIS),"8 Feb 2021","2020","","","28","33","Solar photovoltaic technologies are pioneers in the field of renewable energy generation. However, the efficiency of photovoltaic devices is very low. Optical losses experienced by the solar cells are the reason for these poor efficiencies. Reflection losses from the top surface of the solar cells are a major cause of optical losses. Anti-reflection coatings on the top surface of the solar cells are used to reduce these losses. Hence, it is imperative to predict the proper thickness of the coating to maintain the optimum thickness of the whole device and reduce the cost. This work presents a simulation of the effect of coating thickness on solar cells and based on the simulation results prediction of thickness is done using artificial neural networks.","2164-7011","978-1-7281-8524-8","10.1109/ICIIS51140.2020.9342669","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9342669","photovoltaic;anti-reflection;optical losses;coating thickness","Optical losses;Voltage measurement;Photovoltaic cells;Coatings;Optical reflection;Mathematical model;Surface treatment","","2","","25","IEEE","8 Feb 2021","","","IEEE","IEEE Conferences"
"Maximum Power Point Tracking of Photovoltaic Module: An Inertial Delay Control Approach","V. R. Borkar; A. Deshpande","College of Engineering, Pune, India; College of Engineering, Pune, India",2020 IEEE 15th International Conference on Industrial and Information Systems (ICIIS),"8 Feb 2021","2020","","","34","39","In this paper maximum power point of photovoltaic cell (PV) is achieved using inertial delay control based sliding mode control. This technique estimates the effect of uncertainties in system parameters and variations in environmental conditions that affect the maximum power point tracking (MPPT). The proposed control algorithm obviates the need for a reference for control as it based on the gradient of power. Proposed control scheme accomplish sliding condition without using discontinuous control, hence chattering is abolished. The main advantage of the proposed control scheme is that knowledge of the uncertainties and their bounds does not require. A comparison is done with conventional sliding mode control (CSMC). Boundedness of the proposed control scheme is proven using the Lyapunov stability criterion. Validation of a proven scheme is carried out by simulating system in MATLAB/SIMULINK software tool.","2164-7011","978-1-7281-8524-8","10.1109/ICIIS51140.2020.9342705","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9342705","Chattering;Maximum power point tracking;Sliding mode control;Inertial delay control","Maximum power point trackers;Uncertainty;Switches;Delays;Temperature control;Software tools;Sliding mode control","","","","14","IEEE","8 Feb 2021","","","IEEE","IEEE Conferences"
"Modified Auto Regressive Technique for Univariate Time Series Prediction of Solar Irradiance","U. Marikkar; A. S. Jameel Hassan; M. S. Maithripala; R. I. Godaliyadda; P. B. Ekanayake; J. B. Ekanayake","Department of Electrical and Electronic Engineering, Faculty of Engineering, University of Peradeniya, Peradeniya, Sri Lanka; Department of Electrical and Electronic Engineering, Faculty of Engineering, University of Peradeniya, Peradeniya, Sri Lanka; Department of Electrical and Electronic Engineering, Faculty of Engineering, University of Peradeniya, Peradeniya, Sri Lanka; Department of Electrical and Electronic Engineering, Faculty of Engineering, University of Peradeniya, Peradeniya, Sri Lanka; Department of Electrical and Electronic Engineering, Faculty of Engineering, University of Peradeniya, Peradeniya, Sri Lanka; Department of Electrical and Electronic Engineering, Faculty of Engineering, University of Peradeniya, Peradeniya, Sri Lanka",2020 IEEE 15th International Conference on Industrial and Information Systems (ICIIS),"8 Feb 2021","2020","","","22","27","The integration of renewable resources has increased in power generation as a means to reduce the fossil fuel usage and mitigate its adverse effects on the environment. However, renewables like solar energy are stochastic in nature due to its high dependency on weather patterns. This uncertainty vastly diminishes the benefit of solar panel integration and increases the operating costs due to larger energy reserve requirement. To address this issue, a Modified Auto Regressive model, a Convolutional Neural Network and a Long Short Term Memory neural network that can accurately predict the solar irradiance are proposed. The proposed techniques are compared against each other by means of multiple error metrics of validation. The Modified Auto Regressive model has a mean absolute percentage error of 14.2%, 19.9% and 22.4% for 10 minute, 30 minute and 1 hour prediction horizons. Therefore, the Modified Auto Regressive model is proposed as the most robust method, assimilating the state of the art neural networks for the solar forecasting problem.","2164-7011","978-1-7281-8524-8","10.1109/ICIIS51140.2020.9342694","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9342694","Univariate irradiance forecast;Auto Regression;Neural networks","Temperature measurement;Measurement;Uncertainty;Neural networks;Time series analysis;Predictive models;Long short term memory","","6","","19","IEEE","8 Feb 2021","","","IEEE","IEEE Conferences"
"Fe2O3 based Nanocomposites for Enhanced Thermal Energy Storage","M. Satish; S. Santhosh; S. Kalluri; A. Yadav; A. A. Madhavan","Department of Engineering, Amity University Dubai, United Arab Emirates; Department of Engineering, Amity University Dubai, United Arab Emirates; Department of Electronics and Communication Engineering, School of Engineering and Applied Sciences, SRM University-AP, Andhra Pradesh, Neerukonda, India; Department of Engineering, Amity University Dubai, United Arab Emirates; Department of Engineering, Amity University Dubai, United Arab Emirates",2020 IEEE 15th International Conference on Industrial and Information Systems (ICIIS),"8 Feb 2021","2020","","","46","49","Phase change materials (PCM) are commonly utilized materials in the latent heat energy storage systems. However, they have the limitation of low thermal conductivities which leads to poor charging and discharging rates. Lauric acid dispersed with the iron oxide nanoparticle was tested for its thermal performance to characterize its phase change properties. Different compositions of lauric acid were formulated with varying concentrations of iron oxide ranging from 1 wt. % to 4 wt. % were investigated. From the thermal charging and discharging studies, it was observed that lauric acid with 4% had shown the maximum heat transfer rate. Also, the FTIR spectrum confirmed the chemical stability and uniform dispersion of nanoparticle in lauric acid even after several thermal cycles. Such, lauric acid nanocomposites embedded with the iron oxide could be potential candidates in PCM applications.","2164-7011","978-1-7281-8524-8","10.1109/ICIIS51140.2020.9342699","Amity University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9342699","lauric acid;Fe2O3;phase change material;nanocomposite;thermal energy storage.","Phase change materials;Nanoparticles;Conductivity;Iron;Heat transfer;Thermal stability;Energy storage","","3","","32","IEEE","8 Feb 2021","","","IEEE","IEEE Conferences"
"Expectation-Based Multi-Attribute Multi-Hop Routing (EM2 R) in Underwater Acoustic Sensor Networks","B. R. Chandavarkar; A. V. Gadagkar","Department of Computer Science and Engineering, Wireless Information Networking Group (WiNG), National Institute of Technology Karnataka, Surathkal, Mangalore, India; Department of Computer Science and Engineering, Wireless Information Networking Group (WiNG), National Institute of Technology Karnataka, Surathkal, Mangalore, India",2020 IEEE 15th International Conference on Industrial and Information Systems (ICIIS),"8 Feb 2021","2020","","","555","560","Underwater acoustic sensor networks (UASNs) have been a recommended technology for acquiring details from underwater. These networks has underwater sensors that have energy constraints and use acoustic communication medium. Routing in UASN is one of the primary issues, as the data need to be forwarded utilizing minimum energy and higher packet delivery rate. Deciding the next forwarding node play a significant role in routing algorithms for UASN and directly impact packet delivery and energy consumed by the nodes. This paper proposes an expectation-based multi-attribute multi-hop routing (EM2R) in underwater acoustic sensor networks. EM2R uses node's residual energy and distance as a multi-attribute criterion in selecting next-hop for routing. Further, the detailed implementation of EM2R in industry-standard underwater network simulator referred to as UnetStack is presented. Additionally, the performance of EM2R is presented with reference to the selection of the forwarding node and their energy depletion, delay, and throughput.","2164-7011","978-1-7281-8524-8","10.1109/ICIIS51140.2020.9342645","Science and Engineering Research Board; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9342645","Underwater Networks;Routing;MultiAttribute;UnetStack","Conferences;Spread spectrum communication;Routing;Throughput;Delays;Underwater acoustics;Information systems","","1","","20","IEEE","8 Feb 2021","","","IEEE","IEEE Conferences"
