"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"[Front cover]","",,2019 14th Conference on Industrial and Information Systems (ICIIS),"13 Apr 2020","2019","","","1","1","Presents the front cover or splash screen of the proceedings record.","2164-7011","978-1-7281-3706-3","10.1109/ICIIS47346.2019.9063321","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9063321","","","","","","","IEEE","13 Apr 2020","","","IEEE","IEEE Conferences"
"[Front cover]","",,2019 14th Conference on Industrial and Information Systems (ICIIS),"13 Apr 2020","2019","","","1","1","Presents the front cover or splash screen of the proceedings record.","2164-7011","978-1-7281-3706-3","10.1109/ICIIS47346.2019.9063304","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9063304","","","","","","","IEEE","13 Apr 2020","","","IEEE","IEEE Conferences"
"[Copyright notice]","",,2019 14th Conference on Industrial and Information Systems (ICIIS),"13 Apr 2020","2019","","","1","1","Copyright and Reprint Permission: Abstracting is permitted with credit to the source. Libraries are permitted to photocopy beyond the limit of U.S. copyright law for private use of patrons those articles in this volume that carry a code at the bottom of the first page, provided the per-copy fee indicated in the code is paid through Copyright Clearance Center, 222 Rosewood Drive, Danvers, MA 01923. For reprint or republication permission, email to IEEE Copyrights Manager at pubs-permissions@ieee.org. All rights reserved. Copyright © by IEEE 2019.","2164-7011","978-1-7281-3706-3","10.1109/ICIIS47346.2019.9063255","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9063255","","","","","","","IEEE","13 Apr 2020","","","IEEE","IEEE Conferences"
"List Reviewer","",,2019 14th Conference on Industrial and Information Systems (ICIIS),"13 Apr 2020","2019","","","1","1","The conference offers a note of thanks and lists its reviewers.","2164-7011","978-1-7281-3706-3","10.1109/ICIIS47346.2019.9063254","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9063254","","","","","","","IEEE","13 Apr 2020","","","IEEE","IEEE Conferences"
"Contributor List","",,2019 14th Conference on Industrial and Information Systems (ICIIS),"13 Apr 2020","2019","","","1","7","Lists the authors included in the conference proceedings.","2164-7011","978-1-7281-3706-3","10.1109/ICIIS47346.2019.9063328","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9063328","","","","","","","IEEE","13 Apr 2020","","","IEEE","IEEE Conferences"
"List Reviewer","",,2019 14th Conference on Industrial and Information Systems (ICIIS),"13 Apr 2020","2019","","","1","4","The conference offers a note of thanks and lists its reviewers.","2164-7011","978-1-7281-3706-3","10.1109/ICIIS47346.2019.9063293","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9063293","","","","","","","IEEE","13 Apr 2020","","","IEEE","IEEE Conferences"
"Commentary","",,2019 14th Conference on Industrial and Information Systems (ICIIS),"13 Apr 2020","2019","","","1","1","Presents the introductory welcome message from the conference proceedings. May include the conference officers' congratulations to all involved with the conference event and publication of the proceedings record.","2164-7011","978-1-7281-3706-3","10.1109/ICIIS47346.2019.9063338","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9063338","","","","","","","IEEE","13 Apr 2020","","","IEEE","IEEE Conferences"
"Table of contents","",,2019 14th Conference on Industrial and Information Systems (ICIIS),"13 Apr 2020","2019","","","1","17","Presents the table of contents/splash page of the proceedings record.","2164-7011","978-1-7281-3706-3","10.1109/ICIIS47346.2019.9063331","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9063331","","","","","","","IEEE","13 Apr 2020","","","IEEE","IEEE Conferences"
"Compact Beam-Steered Resonant-Cavity Antenna Using Near-Field Phase Transformation","M. U. Afzal; A. Lalbakhsh; K. P. Esselle","School of Engineering, Macquarie University, Sydney, Australia; School of Engineering, Macquarie University, Sydney, Australia; School of Engineering, Macquarie University, Sydney, Australia",2019 14th Conference on Industrial and Information Systems (ICIIS),"13 Apr 2020","2019","","","1","4","The paper uses a novel near-field phase transformation beam-steering method to steer the electromagnetic energy beam of compact resonant-cavity antennas (RCAs). The method is unconventional but versatile and can be used with a variety of low-to-medium gain antennas. The use of the method for a compact RCA validates its compatibility with low-gain antennas. The far-field results predicted by numerical simulations indicate that the antenna system can scan a beam having a peak directivity of 15 dBi into a conical region having an apex angle of 70°, without dropping peak directivity more than 3dB from the maximum value. This compact beam-steering antenna system is cheaper than active antenna arrays and convenient to operate than mechanically steered reflectors. The maximum height of the system is 1.3λ0, which means that the antenna can be fixed inside a cylindrical cavity and its beam direction can be remotely controlled. Due to the low-cost and elegant design of the front-end antenna, a wireless backhaul mesh network can be established, which can be dynamically adjusted to improve quality of service.","2164-7011","978-1-7281-3706-3","10.1109/ICIIS47346.2019.9063288","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9063288","beam steering;beam scanning;compact antenna;metasurfaces;phase transformation;near-field;transmit arrays","Phased arrays;Azimuth;Reflector antennas;Apertures;Directive antennas","","2","","17","IEEE","13 Apr 2020","","","IEEE","IEEE Conferences"
"A Novel Substrate Integrated Coaxial Line Ring Resonator Design and Performance Evaluation","H. M. P. B. Ranasinghe; A. U. A. W. Gunawardena","Department of Electrical and Electronic Engineering, Faculty of Engineering, University of Peradeniya, Peradeniya, Sri Lanka; Department of Electrical and Electronic Engineering, Faculty of Engineering, University of Peradeniya, Peradeniya, Sri Lanka",2019 14th Conference on Industrial and Information Systems (ICIIS),"13 Apr 2020","2019","","","5","10","In this paper, a novel Substrate Integrated Coaxial Line (SICL) ring resonator design is presented. The proposed design features minimal radiation leakage or cross interference due to the shielding effect of SICL. An intuitive SICL synthesis method is extensively discussed to address the unavailability of closed form design equations. The proposed design is further improved by tweaking with computer simulations. Moreover, the verified design is realized with low-cost PCB manufacturing techniques. The assembled SICL ring resonator was measured and tested with a Vector Network Analyser. The effects due to the transition from the coaxial line (the connector) to the feeder line were removed from the measurement by de-embedding. The performance of the ring resonator is evaluated by calculating the unloaded quality factor. Simulated and measured data show close agreement. The proposed SICL ring resonator is suitable for microwave resonator applications that require minimal radiation leakage or cross interference with nearby transmission line components.","2164-7011","978-1-7281-3706-3","10.1109/ICIIS47346.2019.9063285","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9063285","Substrate Integrated Coaxial Line;Substrate Integrated Circuits;Resonator;Ring;Quality Factor;Microwave Circuits","Optical ring resonators;Q-factor;Resonant frequency;Transmission line measurements;Microwave circuits;Microwave integrated circuits;Substrates","","","","22","IEEE","13 Apr 2020","","","IEEE","IEEE Conferences"
