"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"[Front cover]","",,2021 Moratuwa Engineering Research Conference (MERCon),"14 Sep 2021","2021","","","1","1","Presents the front cover or splash screen of the proceedings record.","2691-364X","978-1-6654-3753-0","10.1109/MERCon52712.2021.9525686","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9525686","","","","","","","IEEE","14 Sep 2021","","","IEEE","IEEE Conferences"
"[Copyright notice]","",,2021 Moratuwa Engineering Research Conference (MERCon),"14 Sep 2021","2021","","","i","i","Presents the copyright information for the conference. May include reprint permission information.","2691-364X","978-1-6654-3753-0","10.1109/MERCon52712.2021.9525644","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9525644","","","","","","","IEEE","14 Sep 2021","","","IEEE","IEEE Conferences"
"Introduction","",,2021 Moratuwa Engineering Research Conference (MERCon),"14 Sep 2021","2021","","","ii","ii","Presents the introductory welcome message from the conference proceedings. May include the conference officers' congratulations to all involved with the conference event and publication of the proceedings record.","2691-364X","978-1-6654-3753-0","10.1109/MERCon52712.2021.9525730","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9525730","","","","","","","IEEE","14 Sep 2021","","","IEEE","IEEE Conferences"
"Message from General Chair","R. Udayanga","University of Moratuwa, Sri Lanka",2021 Moratuwa Engineering Research Conference (MERCon),"14 Sep 2021","2021","","","iii","iv","Presents the introductory welcome message from the conference proceedings. May include the conference officers' congratulations to all involved with the conference event and publication of the proceedings record.","2691-364X","978-1-6654-3753-0","10.1109/MERCon52712.2021.9525784","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9525784","","","","","","","IEEE","14 Sep 2021","","","IEEE","IEEE Conferences"
"Message from Program Chair","A. G. B. P. Jayasekara","University of Moratuwa, Sri Lanka",2021 Moratuwa Engineering Research Conference (MERCon),"14 Sep 2021","2021","","","v","vi","On behalf of the Program Committee, it is with great pleasure that I welcome you to the technical program of 7th international conference, Moratuwa Engineering Research Conference (MERCon) 2021 held in virtual mode from 27th to 29th July 2021.","2691-364X","978-1-6654-3753-0","10.1109/MERCon52712.2021.9525757","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9525757","","","","","","","IEEE","14 Sep 2021","","","IEEE","IEEE Conferences"
"MERCon 2021 Committee","",,2021 Moratuwa Engineering Research Conference (MERCon),"14 Sep 2021","2021","","","vii","xi","Provides a listing of current committee members and society officers.","2691-364X","978-1-6654-3753-0","10.1109/MERCon52712.2021.9525688","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9525688","","","","","","","IEEE","14 Sep 2021","","","IEEE","IEEE Conferences"
"Track Chairs","",,2021 Moratuwa Engineering Research Conference (MERCon),"14 Sep 2021","2021","","","xii","xiv","Provides a listing of current committee members and society officers.","2691-364X","978-1-6654-3753-0","10.1109/MERCon52712.2021.9525710","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9525710","","","","","","","IEEE","14 Sep 2021","","","IEEE","IEEE Conferences"
"Reviewers","",,2021 Moratuwa Engineering Research Conference (MERCon),"14 Sep 2021","2021","","","xv","xxiv","The conference offers a note of thanks and lists its reviewers.","2691-364X","978-1-6654-3753-0","10.1109/MERCon52712.2021.9525641","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9525641","","","","","","","IEEE","14 Sep 2021","","","IEEE","IEEE Conferences"
"Keynote Address: UWB Tansceivers & Wearable Electronics","J. L. Volakis","College of Engineering and Computing, Florida International University, USA",2021 Moratuwa Engineering Research Conference (MERCon),"14 Sep 2021","2021","","","xxv","xxv","Summary form only given, as follows. The complete presentation was not made available for publication as part of the conference proceedings. Future communication links will require higher data rates, multiple beams, and higher transmit/receive gains, in addition to smaller weight, cost, and power. With the growing interest for reduced size platforms and the requirement for ultra-wideband (UWB) performance to address multi-functionality, there is a strong need for UWB RF front ends with ultra-flexible interfaces. The latter will include millimeter wave and THz capabilities to enable increased spectral efficiency, multi-functionality and security. Simultaneous transmit and receive (STAR) transceivers are also becoming a focus for the coming decade. Further, in recent years, a variety of flexible fabric-based electronics have been proposed. To this end, our team proposed a new class of conductive textiles that have demonstrated unique capabilities in terms of flexibility, durability and manufacturing-ease using standard automated embroidery machinery. These electronic threads (E-threads) have the capability to generate fully embroidered microwave circuitry that has the same electrical properties as traditional microwave circuits printed on PCBs. As such, a new class of wearable devices that are fully integrated and inconspicuously placed within clothing is possible. This presentation will focus on innovative methods for handling UWB communications with RF front end and back-end capabilities having historically low power and game-changing frequency-independent operation. They will include low power MIMO and beamforming across large bandwidths, from MHz to millimeter wave bands. Challenges in realizing future textile-based electronic devices, including wearable wideband transceivers will be presented. Among them, reliable wearable interconnects, chipsets that are less bulky and integrated with the textile circuitry, and manufacturing challenges will be discussed.","2691-364X","978-1-6654-3753-0","10.1109/MERCon52712.2021.9525697","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9525697","","Wearable computers;Transceivers;Textiles;Radio frequency;Millimeter wave communication;Microwave devices;Microwave communication","","","","","IEEE","14 Sep 2021","","","IEEE","IEEE Conferences"
"Keynote Address: Sustainable Manufacturing with Digital Integration for Advancing the Circular Economy: Product and Process Innovations for Next Generation Manufacturing","I. S. Jawahir","College of Engineering, University of Kentucky, USA",2021 Moratuwa Engineering Research Conference (MERCon),"14 Sep 2021","2021","","","xxvi","xxvi","Summary form only given. The complete presentation was not made available for publication as part of the conference proceedings. This presentation will focus on fundamental principles of sustainable manufacturing by showing the 6Rs (Reduce, Reuse, Recycle, Recover, Redesign, and Remanufacture) as the technological elements of Circular Economy. The presentation will demonstrate that in the era of Industry 4.0, digital technologies with IIoT can be used to significantly improve the product/process quality, manufacturing productivity and reduce the manufacturing costs. Digitally integrated sustainable manufacturing systems will enable increased amount of life-cycle information available to product/process designers/developers and manufacturers through the use of a sensor network that collects data across all stages of the product life cycle (pre-manufacturing, manufacturing, use, and post-use). This presentation will show that this total life-cycle-oriented data can unlock the ability to use predictive analytics and modeling techniques beyond the initial life of the product, with multiple life cycles and for multi-generational products. A recently introduced metrics-based evaluation of sustainable products and processes will also be discussed in this presentation. Recent trends in sustainable manufacturing aimed at promoting and advancing Circular Economy with digitally integrated systems will be summarized in this presentation.","2691-364X","978-1-6654-3753-0","10.1109/MERCon52712.2021.9525731","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9525731","","Manufacturing;Technological innovation;Recycling;Next generation networking;Water pollution;Water conservation;Statistics","","","","","IEEE","14 Sep 2021","","","IEEE","IEEE Conferences"
