"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"MERCon 2022 Cover Page","",,2022 Moratuwa Engineering Research Conference (MERCon),"4 Oct 2022","2022","","","c1","c1","Presents the front cover, title page, or splash screen of the proceedings record.","2691-364X","978-1-6654-8786-3","10.1109/MERCon55799.2022.9906140","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9906140","","","","","","","IEEE","4 Oct 2022","","","IEEE","IEEE Conferences"
"Copyright Page","",,2022 Moratuwa Engineering Research Conference (MERCon),"4 Oct 2022","2022","","","i","i","Presents the copyright information for the conference. May include reprint permission information.","2691-364X","978-1-6654-8786-3","10.1109/MERCon55799.2022.9906205","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9906205","","","","","","","IEEE","4 Oct 2022","","","IEEE","IEEE Conferences"
"Introduction","",,2022 Moratuwa Engineering Research Conference (MERCon),"4 Oct 2022","2022","","","ii","ii","Presents the conference program.","2691-364X","978-1-6654-8786-3","10.1109/MERCon55799.2022.9906273","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9906273","","","","","","","IEEE","4 Oct 2022","","","IEEE","IEEE Conferences"
"Message from the General Chair","",,2022 Moratuwa Engineering Research Conference (MERCon),"4 Oct 2022","2022","","","iii","iii","Presents the welcome and opening message from conference chairs.","2691-364X","978-1-6654-8786-3","10.1109/MERCon55799.2022.9906167","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9906167","","","","","","","IEEE","4 Oct 2022","","","IEEE","IEEE Conferences"
"Message from the Program Chair","",,2022 Moratuwa Engineering Research Conference (MERCon),"4 Oct 2022","2022","","","iv","v","Presents the welcome and opening message from conference chairs.","2691-364X","978-1-6654-8786-3","10.1109/MERCon55799.2022.9906275","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9906275","","","","","","","IEEE","4 Oct 2022","","","IEEE","IEEE Conferences"
"MERCon 2022 Program Committee","",,2022 Moratuwa Engineering Research Conference (MERCon),"4 Oct 2022","2022","","","vi","x","Lists the conference organizers, sponsors, patrons, and/or committee members.","2691-364X","978-1-6654-8786-3","10.1109/MERCon55799.2022.9906197","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9906197","","","","","","","IEEE","4 Oct 2022","","","IEEE","IEEE Conferences"
"Track Chairs","",,2022 Moratuwa Engineering Research Conference (MERCon),"4 Oct 2022","2022","","","xi","xiv","Lists the conference organizers, sponsors, patrons, and/or committee members.","2691-364X","978-1-6654-8786-3","10.1109/MERCon55799.2022.9906286","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9906286","","","","","","","IEEE","4 Oct 2022","","","IEEE","IEEE Conferences"
"Reviewers","",,2022 Moratuwa Engineering Research Conference (MERCon),"4 Oct 2022","2022","","","xv","xxvi","Presents a listing of conference reviewers.","2691-364X","978-1-6654-8786-3","10.1109/MERCon55799.2022.9906287","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9906287","","","","","","","IEEE","4 Oct 2022","","","IEEE","IEEE Conferences"
"Keynote Address: Edge Intelligence over Wireless: Present and Future","",,2022 Moratuwa Engineering Research Conference (MERCon),"4 Oct 2022","2022","","","xxvii","xxvii","Presents the conference keynote speech and address.","2691-364X","978-1-6654-8786-3","10.1109/MERCon55799.2022.9906199","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9906199","","","","","","","IEEE","4 Oct 2022","","","IEEE","IEEE Conferences"
"Keynote Address: Future of Urban Mobility and Infrastructures: From Car-Lite to Electrification and towards Connected Autonomy","",,2022 Moratuwa Engineering Research Conference (MERCon),"4 Oct 2022","2022","","","xxviii","xxviii","Presents the conference keynote speech and address.","2691-364X","978-1-6654-8786-3","10.1109/MERCon55799.2022.9906291","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9906291","","","","","","","IEEE","4 Oct 2022","","","IEEE","IEEE Conferences"
"Keynote Address: Operation and Control Challenges of Renewable Rich Power Grids","",,2022 Moratuwa Engineering Research Conference (MERCon),"4 Oct 2022","2022","","","xxix","xxix","Presents the conference keynote speech and address.","2691-364X","978-1-6654-8786-3","10.1109/MERCon55799.2022.9906170","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9906170","","","","","","","IEEE","4 Oct 2022","","","IEEE","IEEE Conferences"
"Conference Programme","",,2022 Moratuwa Engineering Research Conference (MERCon),"4 Oct 2022","2022","","","xxx","xxxi","Lists the conference organizers, sponsors, patrons, and/or committee members.","2691-364X","978-1-6654-8786-3","10.1109/MERCon55799.2022.9906160","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9906160","","","","","","","IEEE","4 Oct 2022","","","IEEE","IEEE Conferences"
"Table of Contents","",,2022 Moratuwa Engineering Research Conference (MERCon),"4 Oct 2022","2022","","","xxxii","xl","Presents the conference table of contents.","2691-364X","978-1-6654-8786-3","10.1109/MERCon55799.2022.9906149","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9906149","","","","","","","IEEE","4 Oct 2022","","","IEEE","IEEE Conferences"
"Workshops","",,2022 Moratuwa Engineering Research Conference (MERCon),"4 Oct 2022","2022","","","xli","xlv","Reports on conference workshops.","2691-364X","978-1-6654-8786-3","10.1109/MERCon55799.2022.9906165","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9906165","","Conferences;Supply chains;Resilience;Computational fluid dynamics;Machine learning;Biology;Sustainable development","","","","","IEEE","4 Oct 2022","","","IEEE","IEEE Conferences"
"Conference Proceedings, Artwork and Local Arrangements","",,2022 Moratuwa Engineering Research Conference (MERCon),"4 Oct 2022","2022","","","i","ii","Lists the conference organizers, sponsors, patrons, and/or committee members.","2691-364X","978-1-6654-8786-3","10.1109/MERCon55799.2022.9906241","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9906241","","","","","","","IEEE","4 Oct 2022","","","IEEE","IEEE Conferences"
