"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"SCSE 2023 Cover Page","",,2023 International Research Conference on Smart Computing and Systems Engineering (SCSE),"17 Aug 2023","2023","6","","c1","c24","","2613-8662","979-8-3503-4145-4","10.1109/SCSE59836.2023.10215002","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10215002","","","","","","","IEEE","17 Aug 2023","","","IEEE","IEEE Conferences"
"Copyright Page","",,2023 International Research Conference on Smart Computing and Systems Engineering (SCSE),"17 Aug 2023","2023","6","","ii","ii","","2613-8662","979-8-3503-4145-4","10.1109/SCSE59836.2023.10215032","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10215032","","","","","","","IEEE","17 Aug 2023","","","IEEE","IEEE Conferences"
"Contents","",,2023 International Research Conference on Smart Computing and Systems Engineering (SCSE),"17 Aug 2023","2023","6","","iii","iii","","2613-8662","979-8-3503-4145-4","10.1109/SCSE59836.2023.10215017","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10215017","","","","","","","IEEE","17 Aug 2023","","","IEEE","IEEE Conferences"
"Technical Programme Committee","",,2023 International Research Conference on Smart Computing and Systems Engineering (SCSE),"17 Aug 2023","2023","6","","vii","viii","","2613-8662","979-8-3503-4145-4","10.1109/SCSE59836.2023.10214998","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10214998","","","","","","","IEEE","17 Aug 2023","","","IEEE","IEEE Conferences"
"Editorial Board","",,2023 International Research Conference on Smart Computing and Systems Engineering (SCSE),"17 Aug 2023","2023","6","","v","v","","2613-8662","979-8-3503-4145-4","10.1109/SCSE59836.2023.10215011","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10215011","","","","","","","IEEE","17 Aug 2023","","","IEEE","IEEE Conferences"
"Organizing Committee","",,2023 International Research Conference on Smart Computing and Systems Engineering (SCSE),"17 Aug 2023","2023","6","","ix","ix","","2613-8662","979-8-3503-4145-4","10.1109/SCSE59836.2023.10215025","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10215025","","","","","","","IEEE","17 Aug 2023","","","IEEE","IEEE Conferences"
"Advisory Committee","",,2023 International Research Conference on Smart Computing and Systems Engineering (SCSE),"17 Aug 2023","2023","6","","xi","xi","","2613-8662","979-8-3503-4145-4","10.1109/SCSE59836.2023.10215018","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10215018","","","","","","","IEEE","17 Aug 2023","","","IEEE","IEEE Conferences"
"Keynote 1: Innovation in the Age of AI Unpacking 2023’s AI Innovations and Their Sweeping Global Implications","",,2023 International Research Conference on Smart Computing and Systems Engineering (SCSE),"17 Aug 2023","2023","6","","xiii","xiii","","2613-8662","979-8-3503-4145-4","10.1109/SCSE59836.2023.10215033","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10215033","","","","","","","IEEE","17 Aug 2023","","","IEEE","IEEE Conferences"
"Keynote 2: Emerging Role of AI in Sustainable Energy: Forecasting the Output of Rooftop Solar Panels","",,2023 International Research Conference on Smart Computing and Systems Engineering (SCSE),"17 Aug 2023","2023","6","","xv","xv","","2613-8662","979-8-3503-4145-4","10.1109/SCSE59836.2023.10215048","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10215048","","","","","","","IEEE","17 Aug 2023","","","IEEE","IEEE Conferences"
"Forecasting of Medium-Term Energy Output of On-Grid Rooftop Photovoltaic Arrays -Case Study for a Sri Lankan Solar Panel Installer","B. Wickramasinghe; P. D. Asanka","School of Creative and Cultural Business, Robert Gordon University, Scotland; Department of Industrial Management, University of Kelaniya, Sri Lanka",2023 International Research Conference on Smart Computing and Systems Engineering (SCSE),"17 Aug 2023","2023","6","","1","8","The world is shifting towards the higher utilization of renewable energy sources in the road to greener energy which conserves an environmentally friendly atmosphere. The generation of sustainable energy via adopting solar photovoltaic is common worldwide. The objectives of the research study are to identify the salient factors contributing to the energy generation of photovoltaic systems, to utilize a gamut of machine learning algorithms to build the predictive model and to identify the best machine learning algorithm to predict the energy generation based on accuracy and precision metrices. These objectives aid to achieve the aim of this study, which is to build a predictive model to determine the medium-term energy generated from on-grid rooftop solar systems. The study has unveiled a new piece of knowledge on how the photovoltaic system dynamics and location specific data has contributed to the prediction of the power output of the system. Further the findings are of paramount importance to the industry experts as well as the current and prospective solar panel users. The data of all solar panel sites of the installer was utilized and it was extracted from the source information systems. The necessary transformations and validations were applied and a detailed analysis was performed. The feature engineering, feature scaling, outlier-handling, multi-collinearity and feature selection was performed on data. The intended forecasting model based on fourteen supervised machine learning algorithms was built. The KNN Regression algorithm in the factor analysis of all features after principal component analysis has outperformed all other built models. Moreover, a strong positive co-relation was observed in the principal component analysis towards the solar panel energy output prediction. As part of future work, it’s imperative to build models utilizing a wider sample of on-grid roof top solar plants.","2613-8662","979-8-3503-4145-4","10.1109/SCSE59836.2023.10214986","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10214986","photovoltaic;forecast;regression;machine learning algorithm;medium-term","Machine learning algorithms;Azimuth;Predictive models;Prediction algorithms;Feature extraction;Inverters;Solar panels","","","","15","IEEE","17 Aug 2023","","","IEEE","IEEE Conferences"
