"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"[Front matter]","",,2021 International Research Conference on Smart Computing and Systems Engineering (SCSE),"25 Oct 2021","2021","4","","1","22","Conference proceedings front matter may contain various advertisements, welcome messages, committee or program information, and other miscellaneous conference information. This may in some cases also include the cover art, table of contents, copyright statements, title-page or half title-pages, blank pages, venue maps or other general information relating to the conference that was part of the original conference proceedings.","2613-8662","978-1-6654-0965-0","10.1109/SCSE53661.2021.9568299","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9568299","","","","","","","IEEE","25 Oct 2021","","","IEEE","IEEE Conferences"
"[Copyright notice]","",,2021 International Research Conference on Smart Computing and Systems Engineering (SCSE),"25 Oct 2021","2021","4","","1","1","Presents the copyright information for the conference. May include reprint permission information.","2613-8662","978-1-6654-0965-0","10.1109/SCSE53661.2021.9568322","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9568322","","","","","","","IEEE","25 Oct 2021","","","IEEE","IEEE Conferences"
"Contents","",,2021 International Research Conference on Smart Computing and Systems Engineering (SCSE),"25 Oct 2021","2021","4","","iii","iii","Presents the table of contents/splash page of the proceedings record.","2613-8662","978-1-6654-0965-0","10.1109/SCSE53661.2021.9568367","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9568367","","","","","","","IEEE","25 Oct 2021","","","IEEE","IEEE Conferences"
"Programme Committee","",,2021 International Research Conference on Smart Computing and Systems Engineering (SCSE),"25 Oct 2021","2021","4","","vii","viii","Provides a listing of current committee members and society officers.","2613-8662","978-1-6654-0965-0","10.1109/SCSE53661.2021.9568344","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9568344","","","","","","","IEEE","25 Oct 2021","","","IEEE","IEEE Conferences"
"Organizing Committee","",,2021 International Research Conference on Smart Computing and Systems Engineering (SCSE),"25 Oct 2021","2021","4","","ix","ix","Provides a listing of current committee members and society officers.","2613-8662","978-1-6654-0965-0","10.1109/SCSE53661.2021.9568364","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9568364","","","","","","","IEEE","25 Oct 2021","","","IEEE","IEEE Conferences"
"Keynote Speech: An Industry 4.0 Approach to Plastic Repair","M. Isaksson","Swinburne University of Technology, Australia",2021 International Research Conference on Smart Computing and Systems Engineering (SCSE),"25 Oct 2021","2021","4","","xi","xi","Summary form only given, as follows. The complete presentation was not made available for publication as part of the conference proceedings. Industry 4.0 refers to the fourth industrial revolution. While the third industrial revolution involved the introduction of robotics and IT, the fourth industrial revolution focuses heavily on interconnectivity, reconfigurable autonomous automation, machine learning, and real-time data. Industry 4.0 applies to the entire life cycle of a product, including repair and recycling. It addresses the challenges of designing automation solutions that can adapt to changing conditions and achieve highly customized production. These challenges are particularly common in repair applications, where automatic repair of different product variants with various defects requires an extremely flexible automation solution. A car headlight housing is priced between $300 and $6000. After a collision, the headlight housing often suffers only minor damages, such as one or a few broken plastic lugs; however, the entire headlight housing is typically replaced while the discarded unit ends up in landfill. Aside from the environmental impact, replacing a headlight housing has several other issues, including long lead times or cost and space issues if all headlight models would be stored. Manual repair is sometimes an option; however, it has multiple issues, including a lack of skilled workers and difficulties in achieving consistent quality and visually pleasing result. In this presentation Dr Isaksson will describe a recently concluded collaboration between Swinburne University, PlastFix, and Innovative Manufacturing CRC (IMCRC) targeting automation of plastic repair. The presentation will showcase how advanced robotics, 3D printing, 3D scanning, and the development of a novel polypropylene composite filament were integrated to create a demonstrator for automatic repair of car headlight housings.","2613-8662","978-1-6654-0965-0","10.1109/SCSE53661.2021.9568352","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9568352","","Maintenance engineering;Fourth Industrial Revolution;Plastics;Automobiles;Three-dimensional printing;Three-dimensional displays;Service robots","","","","","IEEE","25 Oct 2021","","","IEEE","IEEE Conferences"
"Keynote Speech: Learning to Personalise Human Activity Recognition","N. Wiratunga","Robert Gordan University, United Kingdom",2021 International Research Conference on Smart Computing and Systems Engineering (SCSE),"25 Oct 2021","2021","4","","xiii","xiii","Summary form only given. The complete presentation was not made available for publication as part of the conference proceedings. Innovative, person-centred strategies are required to monitor and predict physical activity and exercise behaviours, to scan and anticipate environmental barriers to activity, and to provide social and motivation support. Integrated Human Activity Recognition (HAR) and assistive technologies promise play a key role in this regard by enabling people to live their life well regardless of their chronic conditions. HAR is the classification of human movement, captured using one or more sensors either as wearables or embedded in the environment (e.g., depth cameras, pressure mats). In our work, we introduce learning-to-learn personalised models from few data. We extend the meta-instance creation process where random sampling of support and query sets is carried out on a reduced sample conditioned by a domain-specific attribute; namely the person or user, in order to create meta-instances for personalised HAR. I will present our recent work on learning personalised HAR models with few data and motivate our contribution through an application where personalisation plays an important role, mainly that of human activity recognition for self-management of chronic diseases. ","2613-8662","978-1-6654-0965-0","10.1109/SCSE53661.2021.9568365","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9568365","","Modeling;Task analysis;Data models;Activity recognition;Training;Biomedical monitoring;Wearable sensors","","","","","IEEE","25 Oct 2021","","","IEEE","IEEE Conferences"
"Autism spectrum disorder diagnosis support model using Inception V3","L. Herath; D. Meedeniya; M. A. J. C. Marasingha; V. Weerasinghe","Postgraduate Institute of Science University of Peradeniya, Sri Lanka; Department of Computer Science and Engineering, University of Moratuwa, Sri Lanka; Department of Radiography/Radiotherapy, Faculty of Alide Helth Science, University of Peradeniya, Sri Lanka; Department of Physiology, Faculty of Medicine, University of Peradeniya, Sri Lanka",2021 International Research Conference on Smart Computing and Systems Engineering (SCSE),"25 Oct 2021","2021","4","","1","7","Autism spectrum disorder (ASD) is one of the most common neurodevelopment disorders that severely affect patients in performing their day-to-day activities and social interactions. Early and accurate diagnosis can help decide the correct therapeutic adaptations for the patients to lead an almost normal life. The present practices of diagnosis of ASD are highly subjective and time-consuming. Today, as a popular solution, understanding abnormalities in brain functions using brain imagery such as functional magnetic resonance imaging (fMRI), is being performed using machine learning. This study presents a transfer learning-based approach using Inception v3 for ASD classification with fMRI data. The approach transforms the raw 4D fMRI dataset to 2D epi, stat map, and glass brain images. The classification results show higher accuracy values with pre-trained weights. Thus, the pre-trained ImageNet models with transfer learning provides a viable solution for diagnosing ASD from fMRI images.","2613-8662","978-1-6654-0965-0","10.1109/SCSE53661.2021.9568314","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9568314","epi images;fMRI;Inceptionv3;stat map images;transfer learning","Decision support systems;Autism;Analytical models;Computational modeling;Transfer learning;Transforms;Glass","","6","","33","IEEE","25 Oct 2021","","","IEEE","IEEE Conferences"
"Smart technologies in tourism: a study using systematic review and grounded theory","A. C. M. Nafrees; F. H. A. Shibly","Office of the Dean South Eastern University of Sri Lanka; Department of Arabic Language, South Eastern University of Sri Lanka",2021 International Research Conference on Smart Computing and Systems Engineering (SCSE),"25 Oct 2021","2021","4","","8","13","Tourism that uses smart technology and practices to boost resource management and sustainability while growing their businesses' overall competitiveness is known as smart tourism. Information and communication technologies (ICTs) have had a profound impact on the tourism industry, and they continue to be the key drivers of tourism innovation. ICTs have fundamentally changed the way tourism products are developed, presented, and offered, according to the literature. Any empirical studies or experiments must be focused on accepted or formed hypotheses. In this regard, grounded theory measures were used for interpretation, while a systematic review was performed to assess the research scope from current studies and works. The main goal of the study is to investigate and propose long-lasting and stable smart technologies for implementing smart tourism. Grounded theory is a concept that uses methodical rules to gather and dissect data in order to construct an unbiased theory. Fewer studies on smart technology in tourism have been conducted, with a majority of them concentrating on IoT, virtual and augmented reality, big data, cloud computing, and mobile applications. In either case, there is space for further investigation into this important field of study. As a result, this paper is a vital first step toward a clearer understanding of how smart technology can be applied to the tourism industry. The number of available research work on smart technologies in tourism were fewer from the selected journals and conference proceedings, which led to the accessibility of lesser data for analysis.","2613-8662","978-1-6654-0965-0","10.1109/SCSE53661.2021.9568338","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9568338","IoT;smart technology;smart tourism;systematic review;tourism","Technological innovation;Cloud computing;Systematics;Current measurement;Tourism industry;Systems engineering and theory;Mobile applications","","4","","45","IEEE","25 Oct 2021","","","IEEE","IEEE Conferences"
"Architectural framework for an interactive learning toolkit","S. Jayasiriwardene; D. Meedeniya","Department of Computer Science and Engineering, University of Moratuwa, Sri Lanka; Department of Computer Science and Engineering, University of Moratuwa, Sri Lanka",2021 International Research Conference on Smart Computing and Systems Engineering (SCSE),"25 Oct 2021","2021","4","","14","21","At present, a significant demand has emerged for online educational tools that can be used as replacement for classroom education. Due to the ease of access, the preference of many users is focused on m-learning applications. This paper presents an architectural framework for an interactive mobile learning toolkit. This study explores different software design patterns and presents the implementation details of the prototype. As a case study, the application is applied for the primary education sector in Sri Lanka, as there is a lack of adaptive learning mobile toolkits that allow teachers and students to interact effectively. The study is concluded to be user-friendly, understandable, useful, and efficient through a System Usability Study.","2613-8662","978-1-6654-0965-0","10.1109/SCSE53661.2021.9568330","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9568330","architectural framework;interactive learning;m-learning;primary education;usability","Adaptive learning;Prototypes;Computer architecture;Tools;Metadata;Systems engineering and theory;Mobile learning","","1","","47","IEEE","25 Oct 2021","","","IEEE","IEEE Conferences"
