"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"[Front cover]","",,2022 2nd International Conference on Advanced Research in Computing (ICARC),"14 Apr 2022","2022","","","c1","c1","Presents the front cover or splash screen of the proceedings record.","","978-1-6654-0741-0","10.1109/ICARC54489.2022.9754075","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9754075","","","","","","","IEEE","14 Apr 2022","","","IEEE","IEEE Conferences"
"[Front inside cover]","",,2022 2nd International Conference on Advanced Research in Computing (ICARC),"14 Apr 2022","2022","","","c1","c1","Presents the front inside cover or splash screen of the proceedings record.","","978-1-6654-0741-0","10.1109/ICARC54489.2022.9753757","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9753757","","","","","","","IEEE","14 Apr 2022","","","IEEE","IEEE Conferences"
"[Copyright notice]","",,2022 2nd International Conference on Advanced Research in Computing (ICARC),"14 Apr 2022","2022","","","ii","ii","Presents the copyright information for the conference. May include reprint permission information.","","978-1-6654-0741-0","10.1109/ICARC54489.2022.9753793","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9753793","","","","","","","IEEE","14 Apr 2022","","","IEEE","IEEE Conferences"
"Organizing Committee","",,2022 2nd International Conference on Advanced Research in Computing (ICARC),"14 Apr 2022","2022","","","iii","vi","Provides a listing of current committee members and society officers.","","978-1-6654-0741-0","10.1109/ICARC54489.2022.9753988","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9753988","","","","","","","IEEE","14 Apr 2022","","","IEEE","IEEE Conferences"
"Editorial Board","",,2022 2nd International Conference on Advanced Research in Computing (ICARC),"14 Apr 2022","2022","","","vii","vii","Provides a listing of current committee members and society officers.","","978-1-6654-0741-0","10.1109/ICARC54489.2022.9753785","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9753785","","","","","","","IEEE","14 Apr 2022","","","IEEE","IEEE Conferences"
"Advisory Panel","",,2022 2nd International Conference on Advanced Research in Computing (ICARC),"14 Apr 2022","2022","","","viii","viii","Provides a listing of current committee members and society officers.","","978-1-6654-0741-0","10.1109/ICARC54489.2022.9753978","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9753978","","","","","","","IEEE","14 Apr 2022","","","IEEE","IEEE Conferences"
"Panel of Reviewers","",,2022 2nd International Conference on Advanced Research in Computing (ICARC),"14 Apr 2022","2022","","","ix","xiii","The conference offers a note of thanks and lists its reviewers.","","978-1-6654-0741-0","10.1109/ICARC54489.2022.9753883","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9753883","","","","","","","IEEE","14 Apr 2022","","","IEEE","IEEE Conferences"
"Messages","",,2022 2nd International Conference on Advanced Research in Computing (ICARC),"14 Apr 2022","2022","","","xiv","xvii","Presents the introductory welcome message from the conference proceedings. May include the conference officers' congratulations to all involved with the conference event and publication of the proceedings record.","","978-1-6654-0741-0","10.1109/ICARC54489.2022.9753794","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9753794","","","","","","","IEEE","14 Apr 2022","","","IEEE","IEEE Conferences"
"Contents","",,2022 2nd International Conference on Advanced Research in Computing (ICARC),"14 Apr 2022","2022","","","xviii","xxiii","Presents the table of contents/splash page of the proceedings record.","","978-1-6654-0741-0","10.1109/ICARC54489.2022.9753835","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9753835","","","","","","","IEEE","14 Apr 2022","","","IEEE","IEEE Conferences"
"Keynote Address by Assoc. Prof. (Dr) Supavadee Aramvit: AI based Video Analytics","",,2022 2nd International Conference on Advanced Research in Computing (ICARC),"14 Apr 2022","2022","","","xxiv","xxiv","Provides an abstract of the presentation and may include a brief professional biography of the presenter. The complete presentation was not made available for publication as part of the conference proceedings. In this talk, we will present and discuss the current trends and researches in video analytics. As surveillance cameras have been widely installed worldwide, although the main purpose of those cameras is for monitoring, but the most important task is to be able to analyze video contents and extract useful information. Artificial Intelligence (AI) and Deep learning-based computer vision techniques utilizing multi-layer neural network is drastically improving the performance of video analytics to a certain extent. Several on-going researches on deep learning-based video analytics such as image super resolution, real-time multiple face recognition system, video anomaly detection and several implementations of embedded video analytic system on FPGA and Single Board Computers will be discussed. Some use cases of utilizing video analytics will also be mentioned. ","","978-1-6654-0741-0","10.1109/ICARC54489.2022.9754030","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9754030","","Visual analytics;Streaming media;Artificial intelligence;Cameras;Task analysis;Surveillance;Real-time systems","","","","","IEEE","14 Apr 2022","","","IEEE","IEEE Conferences"
"Keynote Address by Dr. Nalin Asanka Gamagedara Arachchilage","",,2022 2nd International Conference on Advanced Research in Computing (ICARC),"14 Apr 2022","2022","","","xxv","xxv","Provides an abstract of the presentation and may include a brief professional biography of the presenter. The complete presentation was not made available for publication as part of the conference proceedings.","","978-1-6654-0741-0","10.1109/ICARC54489.2022.9754072","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9754072","","Security;Privacy;Task analysis;Computer crime;Usability;Phishing;Human computer interaction","","","","","IEEE","14 Apr 2022","","","IEEE","IEEE Conferences"
"Intelligent System to Verify the Effectiveness of Proposed Teacher Transfers Incorporating Human Factors","V. J. Karunanayake; J. C. Wanniarachchi; P. N. Karunanayake; U. U. S. Rajapaksha","Department of Research and Development, National Institute of Education, Colombo, Sri Lanka; Department of Statistics, University of Sri Jayewardenepura, Colombo, Sri Lanka; Department of Electrical, Electronics and Telecommunication Engineering, General Sir John Kotelawala Defence University, Colombo, Sri Lanka; Department of Information Technology, Sri Lanka Institute of Information Technology, Colombo, Sri Lanka",2022 2nd International Conference on Advanced Research in Computing (ICARC),"14 Apr 2022","2022","","","1","6","Sri Lankan government school system, teachers are transferred every ten years/ five years, based on government policy and upon personal request of teachers. For teacher transfers based on government policy, the education ministry only considers factors such as the vacancies, subject the teacher teaches and the district of the transferred school. But according to several research studies it has been proven that the performance of an employee depends on human factors such as gender, organizational culture etc. Therefore, a question arises on job satisfaction of the teachers when they are transferred based on government policy. By conducting a survey, information on job satisfaction and other human factors which impact on satisfaction of teachers was gathered. With the analysis of the collected data using classifiers such as Logistic Regression, Decision Tree classifier, Random Forest classifier and Gradient Boost classifier this study attempts to identify whether a teacher will be satisfied with a new placement prior to being transferred. Result prove that Decision Tree classifier provides a better model with higher accuracy compared to other models in identifying job satisfaction of an employee with a new work place.","","978-1-6654-0741-0","10.1109/ICARC54489.2022.9754089","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9754089","Human factors;Machine Learning;School System;Teacher Transfer;Job Satisfaction","Government policies;Computational modeling;Human factors;Intelligent systems;Regression tree analysis;Random forests;Logistics","","","","17","IEEE","14 Apr 2022","","","IEEE","IEEE Conferences"
"IoT-based Soil Nutrient Analyser using Gaussian Process Regression","I. Senevirathne; T. Ambegoda; R. Wijesena; I. Perera","Department of Computer Science and Engineering, University of Moratuwa, Moratuwa, Sri Lanka; Department of Computer Science and Engineering, University of Moratuwa, Moratuwa, Sri Lanka; Sri Lanka Institute of Nanotechnology (SLINTEC), Homagama, Sri Lanka; Department of Computer Science and Engineering, University of Moratuwa, Moratuwa, Sri Lanka",2022 2nd International Conference on Advanced Research in Computing (ICARC),"14 Apr 2022","2022","","","7","12","Delivering the right amount of fertilizer with the optimal nutrient compositions (N, P, K) is critical for high yields and to sustain long-term soil quality. Soil condition and the fertilizer management in agricultural fields has been a challenge due to the lack of cost effective soil nutrient sensing methods that can rapidly give the results. We have produced an inexpensive and portable IoT-based soil nutrient analyzer that estimates the level of soil nutrient contents using colorimetry and machine learning. The proposed device estimates the nutrient content by initially detecting the color of a microfluidic cassette which contains chemical reagents and the soil sample. The use of microfluidic cassettes drastically reduces the required amount of chemical reagents, thereby brings down the cost of a test. This color readings that are determined by the nutrient concentrations present in the soil sample are fed into a supervised machine learning model based on Gaussian Process Regression (GPR), that runs on a mobile app which predicts the nutrient concentrations of the soil sample. The GPR model also provides the variance of the estimates. In this paper, we present the nutrient sensing IoT device and the nutrient prediction model based on the Gaussian process regression. We validate our device and the prediction model with experimental data where we achieve 93% accuracy in predicting the soil nutrient concentration level (Low, Medium, High).","","978-1-6654-0741-0","10.1109/ICARC54489.2022.9754105","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9754105","Soil nutrient analysis;fertilizer recommendation;smart agriculture;edge AI","Training;Image color analysis;Gaussian processes;Machine learning;Soil;Predictive models;Sensors","","2","","11","IEEE","14 Apr 2022","","","IEEE","IEEE Conferences"
"Predicting the Next Word of a Sinhala Word Series Using Recurrent Neural Networks","N. T. K. Naulla; T. G. I. Fernando","Department of Computer Science, University of Sri Jayewardenepura, Nugegoda, Sri Lanka; Department of Computer Science, University of Sri Jayewardenepura, Nugegoda, Sri Lanka",2022 2nd International Conference on Advanced Research in Computing (ICARC),"14 Apr 2022","2022","","","13","18","Making accurate predictions before occurrence have been a useful phenomenon lately with the advancement of technology. Numerous technologies are used to make countless word predicting applications that make typing easier. Unlike low inflected languages like English, it is not easy to build word predictors for highly inflected languages such as Sinhala language, which comprises a rich set of vocabulary and grammar rules. The aim of this research is to find possible ways to build a word predictor for Sinhala language, by identifying patterns using Recurrent Neural Networks, considering a sequence length of two to predict the next word.","","978-1-6654-0741-0","10.1109/ICARC54489.2022.9754174","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9754174","Recurrent Neural Networks;Sinhala language;Word predictors","Training;Vocabulary;Recurrent neural networks;Computational modeling;Predictive models;Syntactics;Data models","","3","","19","IEEE","14 Apr 2022","","","IEEE","IEEE Conferences"
"Detecting COVID-19 Pneumonia using Chest X-rays through Deep Learning Techniques","A. Meepaganithage; M. Fernando","University of Colombo School of Computing, Colombo, Sri Lanka; University of Colombo School of Computing, Colombo, Sri Lanka",2022 2nd International Conference on Advanced Research in Computing (ICARC),"14 Apr 2022","2022","","","19","24","The COVID-19 pandemic has caused devastating effects on global health, the economy, and people's daily lives, and timely diagnosis is crucial to control the spread. The need for additional testing methods has increased due to the limitations in current testing methods. This study focused on applying deep learning methods to classify chest X-rays as COVID-19 pneumonia, normal, and non-COVID pneumonia. We developed two deep learning models to ascertain COVID-19 using Posteroanterior (PA) and Anteroposterior (AP) view Chest X-rays. Two datasets of 300 chest X-rays for PA and AP views were used. As the first deep learning model, a new Convolutional Neural Network from scratch was built. Then, VGG16, VGG19, and ResNet50 transfer learning models were used. Finally, the transfer learning models were extended by adding more layers to the top of the existing model. As the first part of this study, we used PA view X-rays and obtained 98% overall accuracy, and 98% precision, 99% recall, and 99% f1-score for the COVID-19 class. In the second part, we used AP view X-rays and obtained 79% overall accuracy, and 96% precision, 83% recall, and 89% f1-score for the COVID-19 class. Finally, gradient-based class activation maps were generated using the proposed extended VGG19 model to visualize the areas that helped the model in detecting COVID-19. This research showed that high performance could be obtained in detecting COVID-19 using extended transfer learning models. In PA view X-rays, the proposed extended VGG-19 model performed the best, and in AP view X-rays, the proposed extended ResNet50 model performed the best.","","978-1-6654-0741-0","10.1109/ICARC54489.2022.9753784","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9753784","Covid-19;Chest X-ray;Machine Learning;Deep Learning;Transfer Learning","COVID-19;Deep learning;Biological system modeling;Pulmonary diseases;Computational modeling;Transfer learning;X-rays","","2","","22","IEEE","14 Apr 2022","","","IEEE","IEEE Conferences"
"GlucoFriend: Glycaemic Variability Prediction for Diabetes Patients","S. Guruge; P. Fernando","Department of Computing, Informatics Institute of Technology, Colombo, Sri Lanka; Department of Computing, Informatics Institute of Technology, Colombo, Sri Lanka",2022 2nd International Conference on Advanced Research in Computing (ICARC),"14 Apr 2022","2022","","","25","30","Glycaemic Variability is one of the main complication diabetes patients’ face frequently. Even though smart equipment has been invented for blood glucose levels management, majority of the diabetes patients rely on Glucometer and other manual methods to measure and record their blood glucose levels in Sri Lanka. This research focuses on providing a solution for people in need, for predicting their blood glucose levels to benefit them in managing their Glycaemic levels. This study further focuses on the prediction ability of a sparser dataset (only 3 recordings per day) and proposes a methodology for predicting the blood glucose values for new patients. Entire study is divided into four broader categories as, personalized prediction with carb, personalized prediction without carb, non-personalized prediction with carb, and non-personalized prediction without carb. Out of the above four modules, personalized prediction with carb obtained the maximum prediction accuracy of mean rate of 85.3% for 8 patients. non-personalized prediction module obtained the maximum Glycaemic prediction accuracy mean rate of 79%.","","978-1-6654-0741-0","10.1109/ICARC54489.2022.9753745","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9753745","Glycaemic Variability;Personalized prediction;Hypoglycemia;Hyperglycemia;Supervised Learning","Manuals;Glucose;Diabetes;Recording;Blood;Faces","","","","22","IEEE","14 Apr 2022","","","IEEE","IEEE Conferences"
"Prediction of Potentially Hazardous Asteroids using Deep Learning","R. N. Ranaweera; T. Fernando","Department of Computer Science, University of Sri Jayewardenepura, Gangodawila, Nugegoda, Sri Lanka; Department of Computer Science, University of Sri Jayewardenepura, Gangodawila, Nugegoda, Sri Lanka",2022 2nd International Conference on Advanced Research in Computing (ICARC),"14 Apr 2022","2022","","","31","36","An impact by an asteroid is one of the very few natural disasters that could be mitigated or even entirely prevented if accurate predictions are made early enough. Classifying Near-Earth Asteroid population to identify Potentially Hazardous Asteroids well before an impact is one of the most important problems that need to be solved to avoid humanity from facing the same fate as that of the dinosaurs 65 million years ago. This study presents an approach to classify the Near-Earth Asteroid Population as potentially hazardous or non-hazardous by allowing deep neural networks to learn complex representations that exist in the distribution of available asteroid orbital data. We believe that the generation of an automatic potentially hazardous asteroid detector would contribute to speed up the characterization rate of the rapidly growing asteroid data that are made available through advances of science.","","978-1-6654-0741-0","10.1109/ICARC54489.2022.9753945","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9753945","asteroids;deep neural networks;autoencoders;support vector machines;machine learning;multi-layer perceptron;logistic regression;k-nearest neighbour","Deep learning;Computational modeling;Sociology;Neural networks;Support vector machine classification;Predictive models;Data models","","7","","24","IEEE","14 Apr 2022","","","IEEE","IEEE Conferences"
