"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"ICAC 2022 Cover Page","",,2022 4th International Conference on Advancements in Computing (ICAC),"31 Jan 2023","2022","","","c1","c1","","","979-8-3503-9809-0","10.1109/ICAC57685.2022.10025291","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10025291","","","","","","","IEEE","31 Jan 2023","","","IEEE","IEEE Conferences"
"Table Of Contents","",,2022 4th International Conference on Advancements in Computing (ICAC),"31 Jan 2023","2022","","","ii","ii","","","979-8-3503-9809-0","10.1109/ICAC57685.2022.10025320","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10025320","","","","","","","IEEE","31 Jan 2023","","","IEEE","IEEE Conferences"
"Copyright","",,2022 4th International Conference on Advancements in Computing (ICAC),"31 Jan 2023","2022","","","iii","xiii","","","979-8-3503-9809-0","10.1109/ICAC57685.2022.10025247","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10025247","","","","","","","IEEE","31 Jan 2023","","","IEEE","IEEE Conferences"
"Technical Program Committee","",,2022 4th International Conference on Advancements in Computing (ICAC),"31 Jan 2023","2022","","","xiv","xvii","","","979-8-3503-9809-0","10.1109/ICAC57685.2022.10025202","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10025202","","","","","","","IEEE","31 Jan 2023","","","IEEE","IEEE Conferences"
"Reviewing Committee","",,2022 4th International Conference on Advancements in Computing (ICAC),"31 Jan 2023","2022","","","xviii","xxi","","","979-8-3503-9809-0","10.1109/ICAC57685.2022.10025047","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10025047","","","","","","","IEEE","31 Jan 2023","","","IEEE","IEEE Conferences"
"Smart Advertising Based on Customer Preferences and Manage the Supermarket","W. H. A. Eishan Dinuka; A. Y. S. Wickramasinghe W; W. S. Weerasinghe H; K. P. Karunaratne G; C. Liyanapathirana; L. Rupasinghe","Department of Computer Science and Software Engineering, Faculty of Computing, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Department of Computer Science and Software Engineering, Faculty of Computing, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Department of Information Technology, Faculty of Computing, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Department of Information Technology, Faculty of Computing, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Department of Information Technology, Faculty of Computing, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Department of Computer Systems Engineering, Faculty of Computing, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka",2022 4th International Conference on Advancements in Computing (ICAC),"31 Jan 2023","2022","","","1","6","As a developing country, Sri Lanka needs to go along with cutting-edge technologies. In the beginning phase of this digital advertising, multiple advertisements were displayed on the users’ feeds, including advertisements despite their preferences. This was a terrible user experience for the users. However, smart advertising based on customer preferences can manage the flow of advertisements on the feed as per the users’ preferences. This same technique can be used in handling advertisements while shopping at supermarkets. These advertisements can be directed based on demographic characteristics like face and gender and previous customer transactions. Additionally, providing the nearest supermarket they can reach based on their current location. Queue management is the next most crucial facility that needs to be provided to a supermarket. However, the manual system of queue management is not effective. But with a modernized queue management system, overcrowded supermarkets can be managed effectively. This proposed system also considers providing a chatbot service to manage customer inquiries in a reliable strategy. In this system, we mainly used the Keras model called VGGFace for face detection, the Conventional Neural Network and Keras-based model for gender detection, the TensorFlow model called Single Shot MultiBox Detection MobileNet for queue and crowd detection, the Apriori algorithm base model for predicting the buying pattern, a Keras-based model for Artificial Intelligence chatbot and finally, google map Application Programming Interface for the nearest supermarket finding are models and technology. This system was developed to manage a supermarket properly.","","979-8-3503-9809-0","10.1109/ICAC57685.2022.10025117","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10025117","smart advertising;manage supermarkets;customer preferences;queue management;hotspot analysis;and crowded area.","Neural networks;Manuals;Predictive models;Developing countries;Chatbots;Prediction algorithms;User experience","","","","25","IEEE","31 Jan 2023","","","IEEE","IEEE Conferences"
"SmartPredi – Development of Agricultural Crop Wastage Reduction System using Machine Learning","W. M. K. I. B. Weerasinghe; K. W. A. M. Somawansha; K. A. Jayanga Chandrasiri; T. M. S. Y. B. Thalagahagedara; K. B. A. Bhagyanie Chathurika; N. H. P. Ravi Supunya Swarnakantha","Department of Information Technology, Faculty of Computing, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Department of Information Technology, Faculty of Computing, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Department of Information Technology, Faculty of Computing, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Department of Information Technology, Faculty of Computing, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Department of Information Technology, Faculty of Computing, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Department of Information Technology, Faculty of Computing, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka",2022 4th International Conference on Advancements in Computing (ICAC),"31 Jan 2023","2022","","","7","12","The culture and economy of Sri Lanka heavily depend on agriculture. The All-Island Farmers Federation (AIFF) claims that post-harvest produce loss is a problem that has plagued farmers in all regions of Sri Lanka and occurs both on farms and in commercial locations. The lack of a suitable system to handle produce, such as fruits and vegetables, has been identified as the key problem. The process of sowing seeds to generating the harvest and transporting it to the consumers is an overly complex process. If this process is not correctly identified the demand and supply may not be at equilibrium. Farmers tend to take decisions based on their experiences or from the knowledge gathered from past generations. Over the year environmental factors as well as economic factors have changed, therefore there is a high chance that the decisions taken by farmers might lead to wastage of crops. This research hopes to produce a mobile application for the farmers by considering some factors that affect the wastage in crops and try to provide timely relevant information to minimize the crop wastage by deploying machine learning, one of the advanced technologies in crop prediction.","","979-8-3503-9809-0","10.1109/ICAC57685.2022.10025261","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10025261","Mobile Application;Neural networks;Simple Linear programming;Machine learning;Support Vector Machine;Prediction","Support vector machines;Economics;Machine learning;Environmental factors;Agriculture;Seeds (agriculture);Mobile applications","","","","13","IEEE","31 Jan 2023","","","IEEE","IEEE Conferences"
"Assistant Zone – Homeschooling Assistance System based on Natural Language Processing","K. Premendran; S. B. D. D. Bopearachchi; S. D. M. Senevirathna; S. Giridaran; K. Archchana; D. Ganegoda; S. Thelijjagoda","Faculty of Computing, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Faculty of Computing, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Faculty of Computing, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Faculty of Computing, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Faculty of Computing, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Faculty of Computing, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Faculty of Computing, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka",2022 4th International Conference on Advancements in Computing (ICAC),"31 Jan 2023","2022","","","13","17","As a developing country, most people give their highest priority to education. When focusing on building an e-learning platform to improve the knowledge of students and teacher-student interactivity, the pandemic season can be mentioned as the main blocker which highly impacted the education field. Not only by considering the pandemic situation but also by addressing the concerns when it comes to teacher and student evaluation and psychological levels of students who are undergoing different difficulties, the “Home Schooling Assistance System” (Assistant Zone) has been introduced as a solution. The Assistant Zone has been initiated with three unique features which are valuable for both students and teachers. This system analyzes the strengths, weaknesses and evaluates the student performance, suggests study materials to improve themselves, provides solutions to the problems faced by the students, teachers, and parents and measures the performance of teachers based on their students, and recommends learning materials for the low-performing teachers. The Assistant Zone fulfills the targeted problems and introduces the above-mentioned three unique features with the use of Natural Language Processing (NLP) such as the BERT algorithm and Machine Learning models such as the Recurrent Neural Network, Forward Neural Network, and Gaussian Model.","","979-8-3503-9809-0","10.1109/ICAC57685.2022.10025201","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10025201","Natural Language Processing;BERT;Machine Learning;VADER Sentiment Analysis;RNN","Electronic learning;Recurrent neural networks;Machine learning algorithms;Pandemics;Education;Psychology;Machine learning","","","","15","IEEE","31 Jan 2023","","","IEEE","IEEE Conferences"
"Step-by-Step Process of Building Voices for Under Resourced Languages using MARY TTS Platform","M. Senarathna; K. Pulasinghe; S. Reyal","Faculty of Computing, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Faculty of Computing, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Faculty of Computing, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka",2022 4th International Conference on Advancements in Computing (ICAC),"31 Jan 2023","2022","","","18","23","This paper presents a comprehensive guide for creating synthetic voices to support under resourced languages for the MaryTTS platform. Although researchers have extensively contributed in the domain of speech synthesis, the lack of a thorough documentation hinders the voice building process for languages not yet supported by MaryTTS, complicating the implementation process for users with inadequate knowledge in the field of Text-to-Speech (TTS). The step-by-step process discussed in this study is further demonstrated with the creation of a synthetic voice for the Sinhala language, with unit selection as the voice building approach. A Sinhalese voice was generated with an intelligibility score of 91.7% upon evaluation with Diagnostic Rhyme Test (DRT). Comparison with ground truth data proved a close approximation to human speech where the intelligibility score was identified as 97.9%, when tested with the same participants. The Mean Opinion Score (MOS) revealed a naturalness level of 2.993, indicating a moderately high speech quality for the proposed system in comparison with the ideal score of 4.972.","","979-8-3503-9809-0","10.1109/ICAC57685.2022.10025200","Ministry of Higher Education; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10025200","text-to-speech;unit selection;low-resourced languages;Mean Opinion Score;Diagnostic Rhyme Test","Buildings;Documentation;Speech synthesis","","","","22","IEEE","31 Jan 2023","","","IEEE","IEEE Conferences"
"TRIPORA: Intelligent Machine Learning Solution for Sri Lanka Touring Access and Updates","T. R. Legrand; K. M. R. A. I. Bandara; J. A. D. Stefania Crishani; L. W. P. Uvindu; N. Amarasena; D. Kasthurirathna","Department of Software Engineering, Faculty of Computing, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Department of Information Technology, Faculty of Computing, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Department of Software Engineering, Faculty of Computing, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Department of Software Engineering, Faculty of Computing, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Department of Software Engineering, Faculty of Computing, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Department of Computer Science and Software Engineering, Faculty of Computing, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka",2022 4th International Conference on Advancements in Computing (ICAC),"31 Jan 2023","2022","","","24","29","Sri Lanka is one of the top tourist destinations in the world. However, tourists face various inconveniences due to the obsolescence of facilities. There are various tools designed to solve such problems. But they are scattered in different places and users have to use different tools. The biggest issue in the tourist sector is that travelers are unable to get the most out of their tours since there may be days when a large number of people visit the same location, causing the location to become overcrowded, and preventing tourists from enjoying their visit as anticipated. There are seasons when natural disasters occur, as well as human-centered crises. Also, there are situations when travelers feel helpless because they are unable to find the best tour guide for them. We developed a cost-effective, automatic, and efficient Machine Learning-based recommendation system as a result of this research. Based on past data on tourists and data received from the SLTDA, this research can provide the best trip plan with the tour guide and provide destination news alerts on regular basis. Furthermore, in order to achieve the best accuracy through the system, unique machine learning approaches were used in this study.","","979-8-3503-9809-0","10.1109/ICAC57685.2022.10025139","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10025139","Machine Learning;Mobile application;Recommendation system;RSS news feeds;Schedule suggesting;Sri Lanka Tourism Development Authority (SLTDA);Sustainable tourism","Machine learning;Aging;Recommender systems;Faces","","1","","16","IEEE","31 Jan 2023","","","IEEE","IEEE Conferences"
