"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"[Front cover]","",,2021 3rd International Conference on Advancements in Computing (ICAC),"11 Jan 2022","2021","","","c1","c1","Presents the front cover or splash screen of the proceedings record.","","978-1-6654-0862-2","10.1109/ICAC54203.2021.9671086","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9671086","","","","","","","IEEE","11 Jan 2022","","","IEEE","IEEE Conferences"
"Table of Contents","",,2021 3rd International Conference on Advancements in Computing (ICAC),"11 Jan 2022","2021","","","ii","ii","Presents the table of contents/splash page of the proceedings record.","","978-1-6654-0862-2","10.1109/ICAC54203.2021.9671090","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9671090","","","","","","","IEEE","11 Jan 2022","","","IEEE","IEEE Conferences"
"[Front matter]","",,2021 3rd International Conference on Advancements in Computing (ICAC),"11 Jan 2022","2021","","","iii","xxiii","Conference proceedings front matter may contain various advertisements, welcome messages, committee or program information, and other miscellaneous conference information. This may in some cases also include the cover art, table of contents, copyright statements, title-page or half title-pages, blank pages, venue maps or other general information relating to the conference that was part of the original conference proceedings.","","978-1-6654-0862-2","10.1109/ICAC54203.2021.9671155","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9671155","","","","","","","IEEE","11 Jan 2022","","","IEEE","IEEE Conferences"
"Technical Program Committee","",,2021 3rd International Conference on Advancements in Computing (ICAC),"11 Jan 2022","2021","","","xiv","xvii","Provides a listing of current committee members and society officers.","","978-1-6654-0862-2","10.1109/ICAC54203.2021.9670889","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9670889","","","","","","","IEEE","11 Jan 2022","","","IEEE","IEEE Conferences"
"Reviewing Committee","",,2021 3rd International Conference on Advancements in Computing (ICAC),"11 Jan 2022","2021","","","xviii","xx","The conference offers a note of thanks and lists its reviewers.","","978-1-6654-0862-2","10.1109/ICAC54203.2021.9671148","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9671148","","","","","","","IEEE","11 Jan 2022","","","IEEE","IEEE Conferences"
"Author Index","",,2021 3rd International Conference on Advancements in Computing (ICAC),"11 Jan 2022","2021","","","xxiv","xxx","Presents an index of the authors whose articles are published in the conference proceedings record.","","978-1-6654-0862-2","10.1109/ICAC54203.2021.9671205","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9671205","","","","","","","IEEE","11 Jan 2022","","","IEEE","IEEE Conferences"
"Agro-Mate: A Virtual Assister to Maximize Crop Yield in Agriculture Sector","S. Dayalini; M. Sathana; P. R. N. Navodya; R. W. A. I. M. N. Weerakkodi; A. Jayakody; N. Gamage","Department of Information Technology, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Department of Information Technology, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Department of Information Technology, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Department of Information Technology, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Department of Information Technology, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Department of Information Technology, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka",2021 3rd International Conference on Advancements in Computing (ICAC),"11 Jan 2022","2021","","","1","6","Information Technology plays a vital role in the agriculture industry. The main goal of the project is to develop a mobile application to support farmers to take accurate decisions and help them with activities such as soil quality determination, best crop selection, rice disease prediction, and disaster prediction for the wet zone of Sri Lanka. To achieve the main goal the project has incorporated advanced technologies such as Deep Learning, Image Processing (IP), Internet of Things (IoT), and Machine Learning that can support farmers or investors in a way to maximize yield. ‘Agro-Mate’ application is developed in a way to facilitate the agriculture industry. ‘Agro-Mate’ consists of four components such as soil quality determination and fertilizer recommendation, best crop selection, rice disease prediction and recommendation, and natural disaster prediction and providing the recommendation. Also, the application suggests fertilizer when soil is lacking quality and provides recommendations whenever rice diseases or natural disasters are identified. The usage of android mobile devices in agriculture is one of the key components of the sector's growth, which facilitates the farmer's inaccurate decision-making to gain more quality and quantity of crops. Agro-mate’ is more likely to increase the productivity of crops and indirectly increase the GDP of Sri Lanka.","","978-1-6654-0862-2","10.1109/ICAC54203.2021.9671140","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9671140","Image processing;Machine learning;Internet of thing","Productivity;Image processing;Crops;Soil;Mobile applications;Internet of Things;Information technology","","2","","14","IEEE","11 Jan 2022","","","IEEE","IEEE Conferences"
"Application of RFID and IoT technology into specimen logistic system in the healthcare sector","M. M. Thwe Chit; W. Srisiri; A. Siritantikorn; N. Kongruttanachok; W. Benjapolakul","Dept. of Electrical Engineering Faculty of Engineering, Artificial Intelligence, Machine Learning and Smart Grid Technology Research Unit, Chulalongkorn University, Bangkok, Thailand; Dept. of Electrical Engineering Faculty of Engineering, Artificial Intelligence, Machine Learning and Smart Grid Technology Research Unit, Chulalongkorn University, Bangkok, Thailand; Dept. of Laboratory Medicine Faculty of Medicine, Chulalongkorn University, Bangkok, Thailand; Dept. of Laboratory Medicine Faculty of Medicine, Chulalongkorn University, Bangkok, Thailand; Dept. of Electrical Engineering Faculty of Engineering, Artificial Intelligence, Machine Learning and Smart Grid Technology Research Unit, Chulalongkorn University, Bangkok, Thailand",2021 3rd International Conference on Advancements in Computing (ICAC),"11 Jan 2022","2021","","","7","12","The invention and innovation of RFID technology changed the world and many sectors (such as logistics, railways, healthcare, and so on) are now deployed with RFID technology instead of using barcode systems. With the numerous advantages, Radio Frequency Identification (RFID) got many expectations in the healthcare sector. The main objective of this research work is to implement the RFID technology in Specimen collection in the healthcare sector and the IoT (Internet of Things) network supports the transaction while the specimen test box is being delivered. The system uses a Sparkfun RFID reader to read/write patient information to the Gen2 RFID tag, which is attached to the test tube collected from the patients. When the test box is delivered to another laboratory, we develop an IoT network to know the box’s temperature, humidity, and GPS location instantly, with the help of an NB-IoT shield. The major advantage of the combination between IoT technology and RFID is that the management of test box overall condition becomes much easier. To summarize, this method is highly competent in identifying the location of medical devices in real-time and reduces the time-consuming of data logging than the barcode system.","","978-1-6654-0862-2","10.1109/ICAC54203.2021.9671088","Chulalongkorn University; Chulalongkorn University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9671088","RFID;RFID tag;healthcare;IoT;NB-IoT;Magellan;Specimen;universal reader assistant (URA)","Technological innovation;Medical devices;Medical services;Real-time systems;Rail transportation;Internet of Things;Object recognition","","2","","13","IEEE","11 Jan 2022","","","IEEE","IEEE Conferences"
"Effectiveness of Stock Index Forecasting using ARIMA model: Evidence from New Zealand","W. Dassanayake; I. Ardekani; N. Gamage; C. Jayawardena; H. Sharifzadeh","School of Applied Business, Unitec Institute of Technology; School of Computing, Unitec Institute of Technology; Department of Computer Systems Engineering, Sri Lanka Institute of Information Technology; Department of Computer Systems Engineering, Sri Lanka Institute of Information Technology; School of Computing, Unitec Institute of Technology",2021 3rd International Conference on Advancements in Computing (ICAC),"11 Jan 2022","2021","","","13","18","Time series of stock market indices are dynamic, interdependent, and considered sensitive to many factors. Thus, the prediction of such indexes is always challenging. A comprehensive review carried out by the authors finds that no attempts have yet been carried out to test ARIMA models’ predictive efficacy applied to the New Zealand financial markets. Thus, technical analysis based ARIMA prediction models are developed and empirically tested on the New Zealand stock market (NZX50) index. Daily NZX50 index data are used, and the forecasting precision of the models is assessed based on Mean Absolute Error (MAE), Mean Absolute Percentage Error (MAPE), and Root Mean Square Error (RMSE]. Our study finds that ARIMA (1, 1, 0) plus intercept is the best order forecasting model out of the models we examined. Once a substantiate algorithm training is implemented, formulated ARIMA models could be successfully employed to forecast the time series of other stock market indexes or the same index for varied periods. Future researchers could compare the forecasting efficiencies of ARIMA with a deep-learning model such as long short-term memory (LSTM). The presence of limited published research of ARIMA applied to the financial markets of New Zealand validates the need and the contribution of this paper.","","978-1-6654-0862-2","10.1109/ICAC54203.2021.9671132","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9671132","Time series prediction;ARIMA models;NZX50 index;New Zealand stock market index;technical analysis","Training;Performance evaluation;Analytical models;Computational modeling;Time series analysis;Memory management;Predictive models","","2","","34","IEEE","11 Jan 2022","","","IEEE","IEEE Conferences"
"E-Learn Detector: Smart Behaviour Monitoring System to Analyze Student Behaviours During Online Educational Activities","B. H. K. T.; H. M. Perera; S. Kumarage; P. A. P. Savindri; D. Kasthurirathna; A. Kugathasan","Department of Software Engineering, Sri Lanka Institute of Information Technology, Colombo, Sri Lanka; Department of Software Engineering, Sri Lanka Institute of Information Technology, Colombo, Sri Lanka; Department of Software Engineering, Sri Lanka Institute of Information Technology, Colombo, Sri Lanka; Department of Software Engineering, Sri Lanka Institute of Information Technology, Colombo, Sri Lanka; Department of Software Engineering, Sri Lanka Institute of Information Technology, Colombo, Sri Lanka; Department of Software Engineering, Sri Lanka Institute of Information Technology, Colombo, Sri Lanka",2021 3rd International Conference on Advancements in Computing (ICAC),"11 Jan 2022","2021","","","19","24","With the rise of online education more attention is being paid to the deficiencies in online learning platforms. Online Learning environments aim to deliver efficacious instructions, but rarely take providing a conventional classroom experience to the students into consideration. Efficient detection of students' learning situations can provide information to teachers to help them identify students having trouble in real-time. This idea has been exploited several times for Intelligent Tutoring Systems, but not yet in other types of learning environments that are less structured. ""E-Learn Detector is a web application solution to these existing issues in online learning which consists of unique features such as verifying the user during logging procedure and throughout an examination, detecting suspicious behaviors and presence of multiple users during online examinations and detecting low engagement levels of students during online lectures. ""E-Learn Detector"" is developed with the aim to provide guidance to students to improve their academic performance and behavior during classroom activities and to induce the best out of the educational activities.","","978-1-6654-0862-2","10.1109/ICAC54203.2021.9671073","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9671073","E-Learning;User-Verification;Engagement-Detection;Suspicious-Behavior;Multiuser","Education;Detectors;Feature extraction;Real-time systems;Monitoring","","","","21","IEEE","11 Jan 2022","","","IEEE","IEEE Conferences"
