"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Assist: Rendering, Pipeline Management, and Pipeline Tracking Software","M. V. I. Salgado; H. A. D. D. Hettiarachchi; T. U. Munasinghe; K. A. U. Fernando; I. Gamage; T. Thilakarathna; N. C. Cooray","Department of Computer Science and Software Engineering, Sri Lanka Institute of Information Technology, Sri Lanka; Department of Computer Science and Software Engineering, Sri Lanka Institute of Information Technology, Sri Lanka; Department of Computer Science and Software Engineering, Sri Lanka Institute of Information Technology, Sri Lanka; Department of Computer Science and Software Engineering, Sri Lanka Institute of Information Technology, Sri Lanka; Department of Computer Science and Software Engineering, Sri Lanka Institute of Information Technology, Sri Lanka; Department of Computer Science and Software Engineering, Sri Lanka Institute of Information Technology, Sri Lanka; Sri Lanka Foundation Institute, Sri Lanka",2020 2nd International Conference on Advancements in Computing (ICAC),"26 Feb 2021","2020","1","","1","6","Video production is one of the most dominant industries in the 21st century, and research into the automation of tasks associated with it has drastically increased. The production of videos take place in three stages: pre-production, production, and post-production. These three stages consist of script writing, scheduling, logistics, and other administration work. There are commercial products to automate these individual tasks. Incorporating all these software into video production can be expensive and difficult to manage. This study proposes the “Assist” software to handle all processes in video production. It has resulted in a product that covers the three main stages featuring scripts, storyboards, inventory management, production progress tracking and management, and rendering. The mentioned features were designed and developed using decision tree algorithm, PyQt5, general decimation algorithm, mesh simplification algorithm, and multi-variable regression.","","978-1-7281-8412-8","10.1109/ICAC51239.2020.9357162","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9357162","decision-tree;pyqt5;general decimation algorithm;mesh simplification algorithm;linear regression;video production;digital content creation","Software algorithms;Entertainment industry;Production;Rendering (computer graphics);Prediction algorithms;Software;Task analysis","","1","","17","IEEE","26 Feb 2021","","","IEEE","IEEE Conferences"
"The Influence on Mobile Learning: Mobile Learning Contents, Higher Education Institutes, and Communication Technology","D. D. M. Dolawattha; S. Premadasa; P. M. Jayaweera","Department of Geography Faculty of Social Sciences, University of Kelaniya Dalugama, Kelaniya, Sri Lanka; Centre for Computer Studies, Sabaragamwa University of Sri Lanka, Belihuloya, Sri Lanka; Department of Computer Studies Faculty of Applied Sciences, University of Sri Jayewardenepura Gangodawila, Nugegoda, Sri Lanka",2020 2nd International Conference on Advancements in Computing (ICAC),"26 Feb 2021","2020","1","","7","12","In the present era, mobile learning has secured a better position in modern technology base learning paradigms. It surpasses other conventional learning methods because of ubiquity, mobility, attractive content, facilitated connectivity, and institutional engagements. The main objective of this study is to identify how mobile learning content, higher education institute, and communication technology factors influence learners and teachers when using sustainable mobile learning in higher education. Through the literature review, we developed three separate impact models i.e. mobile learning content, higher education institute, and communication technology with separate impact factors. We used pre and post usage survey questionnaires of 60 teachers and 60 learners to evaluate these models. Primarily, they were asked to fill the pre-usage questionnaire with their initial mobile learning experience. Then, they were allowed to use the modified Moodle mobile app and asked to fill the post-usage questionnaire. The results reveal that the most significant influencing factors are, ease of use in mobile learning content, and facilitating conditions for higher education institutes and communication technology models. Finally, we can conclude that users prefer to have easy to use mobile learning content with better service facilities in higher education institutes and communication technologies.","","978-1-7281-8412-8","10.1109/ICAC51239.2020.9357139","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9357139","Mobile learning;Higher education;Mobile base teaching;Teacher perspectives;Learner perspectives","Learning systems;Computational modeling;Bibliographies;Education;Communications technology;Mobile applications;Object recognition","","","","33","IEEE","26 Feb 2021","","","IEEE","IEEE Conferences"
"Towards the Development of a User-Centred Health Management Application for Elderly","F. N. Musthafa; M. B. Mustafa; F. P. Tajudeen; T. S. Ramasamy; A. Sinniah","Department of Software Engineering, University of Malaya, Malaysia; Department of Software Engineering, University of Malaya, Malaysia; Department of Operation and Management Information System, University of Malaya, Malaysia; Department of Molecular Medicine, University of Malaya, Malaysia; Department of Pharmacology, University of Malaya, Malaysia",2020 2nd International Conference on Advancements in Computing (ICAC),"26 Feb 2021","2020","1","","13","18","As the world is gearing towards an increased older adult population, the need to focus on wellness and healthy lifestyle become essential. Studies reveal evident of delaying the chronic diseases that cause serious health issues among the elderly, which is made possible by educating the elderly on healthy ageing. Mobile applications can be used as a tool to educate the elderly on health management. Hence, the focus on developing health management mobile applications has arisen among the software engineering community as well as the medical experts. Though a considerable amount of health management applications are available online, which some of it are already in use, many still find these application to be less effective and the elderly community is left behind in using them as they don't provide sufficient features preferred by the elderly. Hence, this research focuses on developing a user centered health management application exclusively for the elderly. User requirement related information was collected, and a thorough literature review was conducted with the aim of finding the preferred features needed in the application and the proof of concept prototype was developed. The developed application underwent a functional testing process, where the system performed as expected.","","978-1-7281-8412-8","10.1109/ICAC51239.2020.9357142","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9357142","Active & Healthy Ageing;Health Management Application Model;Requirement Engineering","Senior citizens;Sociology;Transforms;Aging;Tools;Mobile applications;Statistics","","","","18","IEEE","26 Feb 2021","","","IEEE","IEEE Conferences"
"Generating 2.5D Motion Graphics from 2D Designs","I. Ranawake; S. Guruge; A. Ahamed; D. Kasthurirathne","Computer Science & Software Engineering(Software Engineering), Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Computer Science & Software Engineering(Software Engineering), Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Computer Science & Software Engineering(Software Engineering), Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Computer Science & Software Engineering(Software Engineering), Sri Lanka Institute of Information Technology, Malabe, Sri Lanka",2020 2nd International Conference on Advancements in Computing (ICAC),"26 Feb 2021","2020","1","","19","24","As of the year 2020, the video production industry is worth 31 billion dollars in the United States alone, with more than 6000 businesses and 57000 employees, and keeps growing. The global computer animation market size is anticipated to reach USD 28.30 billion by 2025, according to Grand View Research, Inc. Such significant growth demands the tech industry to introduce better tools for making animations. In this paper, we propose our contribution, specifically for User Interface designers in the field of motion graphics. Ul/UX design is found to be one of the top 5 most trending opportunities for motion designers, and our proposed system allows them to generate a 2.5D animation based on a 2D Futuristic User Interface (FUI) design. The ultimate goal is to reduce the production time of FUI animations and minimize the cost of responding to the client's changes. Obtaining clients' feedback directly on animations rather than still images would improve the client's involvement in production, resulting in greater confidence and loyalty. We implement several image processing techniques such as thinning and pixel clustering for pre-processing the 2D designs to segment the given design into an array of atomic shapes. Since the thinned shapes ensure that any pixel in the design does not have adjacent pixels which are also adjacent to each other, it is possible to utilize mathematical means to approximate the shapes. Our system converts a given 2D design to a collection of animated lines and arcs distributed in 3D space that eventually can be exported to the industry-standard tool, Adobe After Effects.","","978-1-7281-8412-8","10.1109/ICAC51239.2020.9357147","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9357147","image processing;pixel clustering;thinning;motion graphics;FUI;computational geometry","Industries;Shape;Two dimensional displays;Production;Tools;User interfaces;Animation","","","","28","IEEE","26 Feb 2021","","","IEEE","IEEE Conferences"
"Smart Backpack for Travelers","P. D. R. P. Gunarathne; R. M. C. I. Amarasuriya; W. A. D. D. Wickramasinghe; A. H. T. N. Witharana; P. K. W. Abeygunawardhana","Faculty of Computing, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Faculty of Computing, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Faculty of Computing, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Faculty of Computing, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Faculty of Computing, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka",2020 2nd International Conference on Advancements in Computing (ICAC),"26 Feb 2021","2020","1","","25","30","Smart backpack is an application-specific design which guarantees a safe journey for travelers. The smart backpack has a different combination of services connected to a single system. It has a unique design that helps to fulfill its services. The system provides the health status of travelers and environmental status by measuring the quality level of the nearby atmosphere. As a security feature, it contains a human detective sensor-based security system. As well as the research consists of an undying power resource which charges by solar cells, the power source can be used to power up the system and to recharge traveler's devices through a USB power outlet. The Backpack has a user-friendly mobile application. This system also provides a health monitoring feature, which monitors the heart rate and body temperature of the traveler. The traveler can share his/her health status with the system and compute the real-time health condition from the outputs of the health sensors integrated into the backpack. The bag model design and building play a major role and has removable unique mini compartments for all hardware components. It should carry maximum weight with minimum pressure for the back of the traveler with minimum cost.","","978-1-7281-8412-8","10.1109/ICAC51239.2020.9357301","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9357301","Solar Panel;Health Condition Detector;Air Condition Detector;Safety;Walking Pattern Analyze;GPS Module;Backpack Designing","Temperature sensors;Temperature measurement;Atmospheric measurements;Universal Serial Bus;Sensor systems;Security;Monitoring","","3","","15","IEEE","26 Feb 2021","","","IEEE","IEEE Conferences"
"Utalk: Sri Lankan Sign Language Converter Mobile App using Image Processing and Machine Learning","I. S. M. Dissanayake; P. J. Wickramanayake; M. A. S. Mudunkotuwa; P. W. N. Fernando","Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Sri Lanka Institute of Information Technology, Malabe, Sri Lanka",2020 2nd International Conference on Advancements in Computing (ICAC),"26 Feb 2021","2020","1","","31","36","Deaf and mute people face various difficulties in daily activities due to the communication barrier caused by the lack of Sign Language knowledge in the society. Many researches have attempted to mitigate this barrier using Computer Vision based techniques to interpret signs and express them in natural language, empowering deaf and mute people to communicate with hearing people easily. However, most of such researches focus only on interpreting static signs and understanding dynamic signs is not well explored. Understanding dynamic visual content (videos) and translating them into natural language is a challenging problem. Further, because of the differences in sign languages, a system developed for one sign language cannot be directly used to understand another sign language, e.g., a system developed for American Sign Language cannot be used to interpret Sri Lankan Sign Language. In this study, we develop a system called Utalk to interpret static as well as dynamic signs expressed in Sri Lankan Sign Language. The proposed system utilizes Computer Vision and Machine Learning techniques to interpret sings performed by deaf and mute people. Utalk is a mobile application, hence it is non-intrusive and cost-effective. We demonstrate the effectiveness of the our system using a newly collected dataset.","","978-1-7281-8412-8","10.1109/ICAC51239.2020.9357300","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9357300","Sinhala Sign Language;Computer Vision;Machine Learning","Computer vision;Assistive technology;Natural languages;Gesture recognition;Machine learning;Mobile applications;Videos","","7","","24","IEEE","26 Feb 2021","","","IEEE","IEEE Conferences"
"Innovative, Integrated and Interactive (3I) LMS for Learners and Trainers","K. J. L. Fernando; W. J. D. L. D. D. Jayalath; A. D. R. N. Ranasinghe; P. K. B. P. S. Bandara; H. De Silva","Department of Computer Science and Software Engineering, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Department of Computer Science and Software Engineering, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Department of Computer Science and Software Engineering, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Department of Computer Science and Software Engineering, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Department of Computer Science and Software Engineering, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka",2020 2nd International Conference on Advancements in Computing (ICAC),"26 Feb 2021","2020","1","","37","42","3I-LMS is meant to conquer the insurmountable restraints to class/lecture room education. What are insurmountable restraints to physical classroom education and how does 3I-LMS conquer them. Firstly, the lockdown and physical distancing warranted by the spread of Covid-19. In order to overcome the restraints of the pandemic 3I-LMS would be the obvious answer. 3I-LMS, the medium for delivery and reception, is online for both learners and trainers. Secondly, ineffectiveness resulting in frail in pass rates, fast diminishing memory, faulty study techniques are overcome. 3I-LMS makes studying satisfied, gamified, engaged and enjoying. The outcome would be lasting memory, effective study techniques, higher recall rates leading to improved pass rates. Thirdly, inefficiencies such as slow access to relevant lessons, notes, slow answer evaluation, feedback, clarification to routine questions are also resolved by 3I-LMS. 3I-LMS provides for keyword search, relevant subject wise notes, instant answers for routine questions thus contributing to improved efficiencies. Additionally, 3I-LMS has unique and innovative features to assist assignment completion, emanate milestone alerts, monitoring emotions and time utilization. 3I-LMS provides for utmost security. Thus, the solution deploys face recognition and keystroke dynamics to combat impersonation, copying and unauthorized referencing.","","978-1-7281-8412-8","10.1109/ICAC51239.2020.9357149","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9357149","e-learning;keyword extraction;time-line generation;work breakdown;face recognition;voice to text;optical character recognition;lesson prediction;semantic similarity;space repetition;keystroke dynamics;emotion detection","Pandemics;Face recognition;Education;Keyword search;Character recognition;Security;Monitoring","","2","","16","IEEE","26 Feb 2021","","","IEEE","IEEE Conferences"
"An Integrated Framework for Predicting Health Based on Sensor Data Using Machine Learning","K. N. Jayaweera; K. M. C Kallora; N. A. C K Subasinghe; L. Rupasinghe; C. Liyanapathirana","Faculty of Computing Sri Lanka Institute of Information Technology (SLIIT), Malabe, Sri Lanka; Faculty of Computing Sri Lanka Institute of Information Technology (SLIIT), Malabe, Sri Lanka; Faculty of Computing Sri Lanka Institute of Information Technology (SLIIT), Malabe, Sri Lanka; Faculty of Computing Sri Lanka Institute of Information Technology (SLIIT), Malabe, Sri Lanka; Faculty of Computing Sri Lanka Institute of Information Technology (SLIIT), Malabe, Sri Lanka",2020 2nd International Conference on Advancements in Computing (ICAC),"26 Feb 2021","2020","1","","43","48","According to recent studies, the majority of the world's population shows a lack of concern in their health. As a consequence, the non-communicable disease rate has increased dramatically. Amongst these diseases, heart diseases have caused the most catastrophic situations. Apart from the busy lifestyle, studies also show that stress is another factor that causes these diseases. Therefore, the focus of our research is to provide a user-friendly health monitoring system that causes minimum disturbance to its users. However, many studies have focused on predicting health; very few have focused on its usability. The objective of our research is to predict the possibility of cardiac arrests and the presence of stress in real-time using a wearable device prototype. The system uses biometric signals obtained from the photoplethysmogram sensor embedded in the wearable device to perform real-time predictions. We trained three models using random forest, k-nearest neighbor, and logistic regression classification algorithms to predict sudden cardiac arrests with accuracies 99.93%, 99.10%, and 94.47%, respectively. Further, we trained three additional models to predict stress using the same algorithms with accuracies 99.87%, 96.83%, and 65.00%, respectively. Thus, the results of this study show that an integrated framework, capable of predicting different health-related conditions, through sensor data collected from wearable sensors, is feasible.","","978-1-7281-8412-8","10.1109/ICAC51239.2020.9357134","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9357134","heart disease;stress;machine learning;iot","Heart;Wearable computers;Predictive models;Real-time systems;Classification algorithms;Stress;Diseases","","1","","11","IEEE","26 Feb 2021","","","IEEE","IEEE Conferences"
"“iParking” – Smart way to Automate the Management of the Parking System for a Smart City","J. A. D. C. A. Jayakody; S. A. H. M. Karunanayake; E. M. C. S. Ekanayake; H. K. T. M. Dikkubura; L. A. I. M. Bandara","Faculty of Computing Sri Lanka Institute of Information Technology, New Kandy RD, Malabe, Sri Lanka; Faculty of Computing Sri Lanka Institute of Information Technology, New Kandy RD, Malabe, Sri Lanka; Faculty of Computing Sri Lanka Institute of Information Technology, New Kandy RD, Malabe, Sri Lanka; Faculty of Computing Sri Lanka Institute of Information Technology, New Kandy RD, Malabe, Sri Lanka; Faculty of Computing Sri Lanka Institute of Information Technology, New Kandy RD, Malabe, Sri Lanka",2020 2nd International Conference on Advancements in Computing (ICAC),"26 Feb 2021","2020","1","","49","54","An efficient and effective smart outdoor parking system is a crucial need with the rapid development of the economy and the improvement of smart city modernization level, traffic and parking have become serious problems due to the explosive growth of the capital number of vehicles. This research will propose proper management for outdoor parking issues with an efficient solution for parking slots availability and occupancy detection using a classification approach and providing real time environment positioning accurate enhancement approach for global positioning system using map matching algorithm to classify vehicle direction on the road with the high precision location. The image processing technology is used to identify a vehicle's license plate and activate access control systems for automatic gate access to authorized members. The proposed system can provide information on promotions for a target audience on a screen where all consumers can view while using the parking facility with the use of machine learning algorithms, this will help to enhance the market value of the proposed system.","","978-1-7281-8412-8","10.1109/ICAC51239.2020.9357140","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9357140","smart city;classification approach;map matching;Image processing","Access control;Smart cities;Tracking;Roads;Logic gates;Classification algorithms;Global Positioning System","","","","13","IEEE","26 Feb 2021","","","IEEE","IEEE Conferences"
"Water Quality Index Based Prediction of Ground Water Properties for Safe Consumption","A. M. P. B. Alahakoon; M. M. Nibraz; P. M. S. S. B. Gunarathna; S. Thenuja; K. A. D. C. P. Kahandawaarchchi; N. D. U. Gamage","Faculty of Computing Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Faculty of Computing Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Faculty of Computing Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Faculty of Computing Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Faculty of Computing Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Faculty of Computing Sri Lanka Institute of Information Technology, Malabe, Sri Lanka",2020 2nd International Conference on Advancements in Computing (ICAC),"26 Feb 2021","2020","1","","55","60","Water as one crucial element for the survival of human beings is necessary to be handled with care. With a 59% of the Sri Lankan population depending themselves on this indispensable element, the authorities and the people must heed the importance of safe consumption to avoid severe consequences like Chronic Kidney Disease (CKD). In an attempt to address this social predicament, a smart device was fashioned as an initiative to predict safe consumption of groundwater and, to oblige and upskill the users to identify the quality of a groundwater sample in real-time. With the inclusion of machine learning techniques, the implementation was done by predicting the Water Quality Index (WQI) which is a single numeric index that mirrors the overall quality of any water sample, with an accuracy of 97.82%. In addition, two more serviceable functionalities to predict possibilities of CKD outbreak and forecasting water quality parameters were also implemented with accuracies of 76.99% and 92% respectively. The sole of this research relies on the hardware device that embeds a set of sensors which accompanies the individual functionalities. The readings and outputs will be displayed through the mobile application which is real-time and of high performance with a friendly user-interface.","","978-1-7281-8412-8","10.1109/ICAC51239.2020.9357146","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9357146","water quality predicting;machine learning;predict risk of CKD;Internet of Things;WQI","Supervised learning;Water quality;Machine learning;Real-time systems;Sensors;Indexes;Testing","","3","","15","IEEE","26 Feb 2021","","","IEEE","IEEE Conferences"
